GeneID	fed	fed	fed	fed	starved	starved	starved	starved
ranshi	20	8	12	17	35	55	8	20
rap	247	1052	255	973	614	271	844	436
Rap1	857	6983	991	7307	2596	1375	1850	1052
Rap2l	593	5432	593	2648	3164	513	3310	1088
RapGAP1	1173	1841	1332	2248	1794	1615	834	1926
raptor	113	484	85	331	198	119	159	162
ras	239	2866	408	1888	1046	440	1117	441
Ras64B	272	374	116	213	402	125	98	247
Ras85D	232	1579	141	1025	967	340	504	340
RasGAP1	336	1034	535	787	607	597	1057	25307
rasp	12	0	13	8	2	17	2	53
Rassf	76	466	200	574	312	120	145	237
RASSF8	235	224	100	193	227	34	147	126
Rat1	359	845	401	977	774	426	703	338
rau	80	102	116	5	63	215	73	333
Ravus	127	166	37	139	58	72	15	24
raw	438	1403	331	1176	1558	422	1013	669
Rb97D	191	1155	313	602	850	341	830	222
Rbbp5	25	59	53	0	4	30	62	25
Rbcn-3A	452	1007	238	1066	665	492	976	395
Rbf	49	1420	486	626	653	159	240	119
Rbf2	48	62	34	23	48	25	89	80
Rbfox1	3927	10219	4532	11310	8274	8273	7562	5396
Rbm13	35	129	37	71	28	86	33	32
Rbp	1818	7127	1224	5082	3491	1641	2844	2009
Rbp1	129	1307	204	1004	866	280	556	17
Rbp1-like	3902	20350	2289	13122	11913	2724	14110	5952
Rbp2	1417	13450	2065	12297	3699	1798	2755	2567
Rbp4	7	17	22	13	7	144	8	25
Rbp6	4661	20790	4063	17040	14176	8896	11578	19091
Rbp9	823	2856	1046	4663	3313	1349	1663	1004
Rbpn-5	20	11	3	104	15	16	3	79
Rbsn-5	39	92	12	10	23	66	20	74
Rca1	62	328	28	146	86	149	92	170
Rcc1	153	742	420	938	280	79	333	221
Rcd-1	253	1411	307	655	776	199	921	151
Rcd1	57	539	133	464	319	80	334	146
Rcd2	53	158	79	219	318	173	313	320
Rcd4	20	69	5	30	24	14	25	16
Rcd5	49	545	21	246	562	28	214	197
Rcd6	28	12	41	17	377	124	14	18244
Rcd7	12	0	44	0	3	12	1	81
Rcp	20	36	18	9	6	11	7	31
rdgA	1125	7133	2770	9390	4261	3797	5225	2436
rdgB	1351	5369	1133	3792	2891	906	2348	1051
rdgBbeta	135	113	10	233	119	66	167	56
rdgC	211	1204	238	1033	515	693	219	344
rdhB	166	256	67	55	9	269	48	398
Rdl	7263	44708	9096	35253	23111	11080	28037	8554
rdo	434	1662	348	1548	785	1042	306	1031
rdx	820	3253	704	2401	2479	1310	1473	17108
reb	40	6	43	4	68	176	80	121
rec	25	1	38	4	9	47	23	71
Reck	84	28	129	39	75	354	18	214
RecQ4	62	51	32	0	100	74	3	1847
RecQ5	39	283	49	120	146	114	156	79
Reep1	439	1675	339	1243	1085	581	1275	570
ref(2)P	199	796	109	563	609	137	387	243
Ref1	219	1186	110	795	568	118	237	136
Ref2	106	243	88	203	144	189	74	572
REG	480	2701	380	2356	964	446	838	376
Reg-2	24	1577	29	1296	414	82	331	239
Reg-5	46	792	224	728	460	89	753	423
regucalcin	2124	3306	1816	2606	616	79	416	356
rempA	48	44	37	80	11	73	9	161
Rep	6	75	10	14	26	18	5	43
Reph	651	4291	854	5850	3525	2065	2879	2537
repo	47	270	38	178	8	49	7	36
Reps	132	838	90	352	545	212	136	1007
rept	27	148	62	560	417	21	160	119
REPTOR	755	3070	525	3213	3702	833	1185	1396
REPTOR-BP	375	2118	267	1238	1238	1016	822	496
resilin	44	8	110	25	45	118	205	44
Ret	67	4	77	16	203	106	10	297
retinin	10	1	4	0	1	3	2	7
retm	378	5345	219	5709	1732	531	549	855
retn	339	442	844	371	265	303	155	364
Rev1	76	306	67	31	76	72	109	91
rev7	4	22	36	83	38	23	53	28
RfC3	7	110	15	38	56	73	106	24
RfC38	3	10	9	5	4	18	0	13
RfC4	26	42	31	13	1	29	1	44
RFeSP	530	4606	461	3101	1951	397	1411	722
Rfx	77	186	92	53	137	492	52	228
Rga	300	3842	351	929	1248	509	542	885
Rgk1	386	3232	915	2228	1428	591	1136	952
Rgk2	350	571	223	1401	901	1085	518	623
Rgk3	606	958	226	996	449	887	345	283
Rgl	183	689	198	413	213	260	216	2792
rgn	1149	1488	476	1891	1202	1501	591	1124
rgr	43	275	43	25	56	354	66	257
Rh2	2621	14858	4644	21495	192	319	107	2183
Rh3	5	1	9	0	277	17	1	28
Rh4	25	30	28	11	19	28	48	41
Rh5	8	14	23	0	5	55	2	15
Rh50	57	18	81	12	117	174	12	598
Rh6	12	4	29	4	32	23	0	10
Rh7	214	221	427	409	52	296	1750	206
rha	77	3	43	0	14	76	2	78
rhea	710	3624	996	1940	2083	1358	2243	974
Rheb	128	1652	124	1178	476	219	413	450
rho	45	451	205	545	102	309	215	62
rho-4	61	457	111	237	183	157	237	85
rho-5	89	473	186	500	356	323	131	197
rho-6	52	7	21	7	6	15	0	49
rho-7	7	15	139	20	2	62	15	37
Rho1	507	10304	979	7168	1921	769	1838	1359
RhoBTB	151	1196	193	873	430	643	529	315
RhoGAP100F	1348	2496	1084	2088	1850	2213	2313	1317
RhoGAP102A	105	163	45	144	92	253	115	128
RhoGAP15B	231	17	97	12	93	461	145	330
RhoGAP16F	181	198	25	65	108	48	1	73
RhoGAP18B	438	736	333	499	475	688	306	428
RhoGAP19D	868	2246	776	3020	1533	1586	1420	6955
RhoGAP1A	232	1322	150	388	514	797	177	395
RhoGAP54D	28	3	28	74	54	96	4	24
RhoGAP5A	32	296	11	219	17	22	60	64
RhoGAP68F	338	1662	172	1421	516	228	845	436
RhoGAP71E	178	1389	261	698	417	325	659	806
RhoGAP92B	80	191	160	94	225	58	70	104
RhoGAP93B	258	720	753	788	853	676	1180	504
RhoGAPp190	1669	3753	1091	5172	3790	2498	3200	1580
RhoGDI	535	3068	376	1248	984	475	1356	438
RhoGEF2	353	1722	145	1227	1231	543	1156	451
RhoGEF3	445	1079	408	1682	1157	1216	746	2433
RhoGEF4	25	1	15	1	6	37	0	24
RhoGEF64C	1014	245	466	96	473	1607	72	2003
RhoL	66	155	113	141	150	47	42	112
RhoU	619	3786	440	3317	816	908	463	691
Rhp	151	231	100	140	292	54	270	214
rib	56	6	51	11	193	317	11	94
Ric	1385	5118	942	3835	3337	1356	2245	1364
RIC-3	445	961	108	1087	850	294	611	229
ric8a	133	333	89	145	49	148	111	38
Rich	98	182	80	257	246	147	93	162
rictor	304	499	56	317	253	429	272	286
Rif1	184	216	31	155	183	99	2	68
rig	92	53	34	147	41	103	154	115
Rim	3496	15200	3594	11993	9135	5526	10368	2172
Rim2	176	1019	194	995	448	178	315	285
rin	1537	8010	1128	7228	4109	2498	4067	1690
Rint1	103	297	111	243	21	139	134	61
RIOK1	106	538	16	32	163	150	2	15
RIOK2	27	8	8	1	9	4	11	28
Rip11	266	1389	313	1785	1045	386	509	1098
Ripalpha	85	132	62	394	234	15	205	169
rk	306	194	104	126	274	294	21	446
rl	520	1313	797	1345	957	821	1169	558
Rlb1	11	149	11	51	185	13	46	28
Rlip	150	542	164	506	782	131	555	91
RluA-1	34	7	94	28	25	348	49	128
RluA-2	30	6	135	3	82	327	15	139
Rm62	1603	4767	1071	3936	4812	1628	4206	1330
Rme-8	301	516	131	332	113	322	155	257
rn	6453	481	2080	864	817	834	788	876
RN-tre	105	944	119	1193	587	236	941	256
RNASEK	3579	7692	887	5186	3424	2127	4720	1292
RNaseMRP:RNA	2	56	40	97	11	13	150	7
RNaseX25	402	884	69	2169	714	61	279	429
rngo	24	955	139	625	389	165	159	362
rnh1	219	765	55	435	98	350	249	26
rno	139	708	392	507	383	388	228	759
Rnp4F	76	448	32	166	185	106	67	377
RnpS1	187	1109	481	727	601	283	215	209
RnrL	47	9	41	10	5	51	5	30
RnrS	44	131	15	22	164	28	3	73
ro	7	0	7	1	5	49	0	8
robl	2283	3879	1739	2685	1584	2000	2483	1113
robl22E	5	2	5	1	4	20	0	17
robl37BC	4	0	42	0	29	8	10	20
robl62A	9	0	0	0	6	3	0	12
robls54B	1	1	1	0	1	2	0	4
robo1	107	576	92	664	515	292	362	617
robo2	356	31	259	32	134	880	109	674
robo3	368	546	403	618	678	1200	339	1189
Roc1a	140	1881	207	769	563	189	548	122
Roc2	324	635	551	615	451	496	252	252
rod	172	7	53	80	23	74	15	160
Roe1	21	578	104	279	149	46	107	105
rogdi	412	2963	105	3095	1550	465	533	504
roh	183	932	121	478	364	91	276	107
Rok	177	658	230	283	69	176	64	201
rols	591	568	459	538	318	1018	266	1370
Root	171	467	55	416	29	207	10	250
Rop	4031	14771	2676	9109	8161	2694	9275	3884
roq	228	989	558	965	356	131	352	308
Ror	14	125	20	8	32	56	35	57
rost	46	4044	333	3561	639	236	247	287
row	95	731	88	473	508	190	143	194
roX1	157	26	117	70	937	356	811	104
roX2	17	4	14	1	89	13	121	9
Rox8	492	3622	624	3572	1928	648	1806	1013
RpA-70	254	275	48	316	168	107	131	78
RPA2	4	22	13	85	138	206	679	379
RPA3	25	318	5	231	199	6	120	95
Rpb10	80	418	67	145	117	38	156	58
Rpb11	29	144	25	356	69	85	208	41
Rpb12	304	1411	356	757	506	246	1022	174
Rpb5	127	823	16	541	106	20	162	131
Rpb7	28	242	93	151	31	44	3	56
Rpb8	36	290	7	408	171	56	89	53
Rph	307	262	234	417	548	211	865	558
Rpi	104	555	328	1209	448	71	419	84
RpI1	42	66	118	114	117	128	13	298
RpI12	56	54	1	9	1	26	40	67
RpI135	58	7	29	17	140	43	0	63
RpII140	91	211	82	161	114	75	34	110
RpII15	39	651	115	358	179	673	4	89
RpII18	47	463	43	337	189	44	231	614
RpII215	890	3087	554	1838	877	646	565	619
RpII33	7	109	13	92	56	9	87	19
RpIII128	48	53	47	50	51	122	36	68
rpk	9	0	13	0	3	17	0	16
RpL10	5016	69293	3340	56805	26887	4419	21601	8315
RpL10Aa	0	16	18	9	8	7	6	24
RpL10Ab	1344	19805	1320	17751	9257	1503	6483	2778
RpL11	984	18625	908	15568	4477	1205	4708	2261
RpL12	2835	35111	1994	32636	12506	2812	10367	4688
RpL13	1513	20050	1408	20355	9356	1410	6891	2391
RpL13A	4837	48480	2841	46309	19851	3160	15000	5566
RpL14	1940	26909	1378	26363	8715	1775	8115	3687
RpL15	6186	87236	5427	65449	41167	10070	32310	11878
RpL17	1596	24615	1448	18552	9069	1414	7029	3328
RpL18	1264	14579	849	14123	5649	911	5028	2225
RpL18A	1488	23851	1400	18879	8221	1114	6530	2242
RpL19	3626	48644	2747	42022	19286	2213	14485	6435
RpL21	7226	71058	3415	53564	27163	6882	21558	7643
RpL22	2507	30399	2288	24766	10472	2144	11365	5343
RpL22-like	7	0	10	0	1	11	0	10
RpL23	4035	56513	3355	54418	21164	3302	16389	6028
RpL23A	196	2485	40	1331	755	142	521	171
RpL24	5144	47115	2706	41744	21226	3779	17374	6448
RpL24-like	957	3202	361	2501	2959	1664	2851	694
RpL26	2536	27315	2291	28080	12903	2153	10720	3890
RpL27	2962	27440	2112	27620	11649	2386	9927	3230
RpL27A	5670	85853	4982	82689	32249	3646	29489	8715
RpL28	2879	38893	2319	36118	15158	2567	11300	5221
RpL29	1503	18821	1163	18857	6514	2518	5824	1998
RpL3	3457	56340	4307	45235	25309	4398	20084	8094
RpL30	2144	22839	1350	18840	9119	1484	6888	1803
RpL31	1966	27625	1570	23974	10373	2224	7809	2847
RpL32	1552	22551	1161	18527	8634	1293	6883	2709
RpL34a	249	2944	274	2785	1033	266	737	342
RpL34b	681	11053	553	10451	4074	566	3242	1694
RpL35	4300	58867	3488	45898	21575	3565	18019	7093
RpL35A	1918	26337	1255	23797	7263	1265	5605	2548
RpL36	6651	63454	4452	54725	22479	5394	19892	7972
RpL36A	2296	37251	1927	34297	12396	2203	9663	4414
RpL37a	2001	25835	1376	24674	7649	1676	6263	2638
RpL37A	2391	25547	1636	29498	9518	2673	11376	3974
RpL37b	35	62	1	0	2	4	0	80
RpL38	1879	23841	1299	22120	6434	2065	6814	2546
RpL39	4466	38542	1862	31645	11650	3386	11161	3478
RpL4	5087	82436	4783	68618	33691	4285	23976	10615
RpL40	2334	23731	1996	22808	10313	1766	6864	3680
RpL41	6482	67317	4795	56080	19579	5821	20520	7246
RpL5	4344	43712	2876	36085	22219	5010	18385	6771
RpL6	1661	20427	1415	17484	9094	1520	6664	2848
RpL7	1534	23303	1514	21604	9319	1521	6944	3468
RpL7-like	262	1204	64	580	1094	145	577	457
RpL7A	3225	39034	2338	33717	15304	2912	11755	6080
RpL8	3909	41830	3273	37110	19006	2485	16360	6195
RpL9	1791	24088	1451	20093	8049	1381	6347	2706
RpLP0	2154	23422	1460	21119	10231	1802	7930	3533
RpLP0-like	99	587	13	384	369	84	240	109
RpLP1	2893	44021	2174	45601	14069	2686	13021	5388
RpLP2	6595	74367	5361	68224	34202	4167	30955	13257
Rpn1	248	1818	278	1446	532	137	603	196
Rpn10	273	1612	38	1733	548	107	681	258
Rpn11	243	1383	198	903	660	59	313	151
Rpn12	256	834	342	689	369	144	320	189
Rpn13	500	3651	186	2918	2316	578	1576	756
Rpn2	130	961	162	1332	451	149	129	208
Rpn3	327	1331	238	1212	893	215	1144	433
Rpn5	184	1650	235	1423	915	303	269	496
Rpn6	395	3029	274	1842	954	98	523	440
Rpn7	122	791	25	387	274	61	211	134
Rpn8	374	940	183	625	466	397	250	224
Rpn9	58	912	107	891	328	125	346	153
Rpp30	6	245	24	89	4	12	20	10
rpr	4	84	2	2	180	10	54	4
RpS10a	15	0	2	0	0	3	1	11
RpS10b	2287	22761	1351	19833	8973	1952	6939	2907
RpS11	3567	47772	3036	36388	13700	3040	11620	4569
RpS12	2597	28744	1657	23110	10507	1450	8971	3893
RpS13	2532	32351	1712	26046	10591	1627	10344	2848
RpS14a	7438	82921	4878	68313	30747	7118	26128	10421
RpS14b	599	5700	312	5249	2228	571	1994	903
RpS15	4961	54041	3389	46471	19898	4105	17038	7321
RpS15Aa	3810	53872	2908	45086	17074	3582	13670	4862
RpS15Ab	382	4681	257	4983	1794	356	1159	603
RpS16	3490	45043	2385	37148	18098	2940	13091	4533
RpS17	3298	32618	2580	34364	11673	2166	11045	4000
RpS18	1454	22221	1332	17910	8469	1334	5893	2660
RpS19a	3008	49499	2054	37399	15740	2007	11385	4177
RpS19b	5	0	13	0	2	12	1	3
RpS2	3277	30654	1540	29317	10274	2386	10156	4073
RpS20	2223	25679	1094	19655	8556	1616	7623	2458
RpS21	1902	27415	1659	26942	8958	1725	7483	2936
RpS23	5370	86124	5082	85655	35105	4808	23512	11252
RpS24	1726	28486	1621	23231	10004	1844	7044	2822
RpS25	3481	39220	2501	37236	13916	3025	11429	5161
RpS26	3647	54020	2877	45754	18280	2299	12482	5093
RpS27	2007	28456	1864	21916	8619	1960	7695	2900
RpS27A	2855	38681	2244	35541	16987	3042	13620	5245
RpS28-like	1	0	1	0	0	8	0	2
RpS28a	5	0	9	0	1	0	1	3
RpS28b	5991	64645	3730	51670	21686	5064	15669	7856
RpS29	2975	43465	2243	38162	10784	3009	9160	3661
RpS3	2208	24747	1649	21448	10228	1857	8104	3600
RpS30	4475	55928	3422	45560	19021	4239	15411	6720
RpS3A	2933	36780	1974	28727	14918	1679	11725	3257
RpS4	2492	21205	1359	18162	10773	1697	7920	3173
RpS5a	1228	18765	774	15351	6893	1092	4937	1840
RpS5b	67	119	52	62	406	43	161	12
RpS6	4619	52873	3478	50546	19969	4171	14128	7037
RpS7	3650	49476	2396	45263	16206	2820	12327	6021
RpS8	3289	50139	2690	38648	16749	2454	13229	6458
RpS9	2690	39407	2386	33921	17029	2562	13894	6166
Rpt2	35	233	46	107	41	20	43	51
Rpt3	316	1264	160	1125	548	408	529	340
Rpt3R	237	0	14	0	7	107	0	7
Rpt4	128	602	59	439	168	74	103	142
Rpt4R	37	2	9	1	7	13	1	16
Rpt5	129	725	74	327	253	97	238	133
Rpt6	446	1209	239	1436	469	203	370	167
Rpt6R	14	3	15	1	5	11	1	41
Rrp1	346	1139	223	402	534	44	229	114
Rrp4	80	578	135	376	77	19	154	75
Rrp40	10	9	3	20	2	25	7	7
Rrp42	5	102	6	3	0	10	0	11
Rrp45	9	34	44	2	6	269	13	15
Rrp46	9	297	14	292	4	14	0	17
Rrp47	75	273	12	271	244	274	54	530
Rrp6	211	85	15	52	25	24	32	32
Rs1	107	658	145	229	637	200	398	136
Rsf1	455	2431	397	1418	1335	569	1002	282
RSG7	1327	6015	1094	5850	3723	1460	2777	1704
rst	477	179	119	720	470	904	132	15678
rswl	137	699	87	561	81	300	240	147
rt	51	131	24	1	16	46	42	79
Rtc1	6	207	12	132	96	58	18	98
Rtca	6	62	10	13	31	43	3	49
RtcB	83	1690	325	650	521	62	1185	188
rtet	120	246	25	374	110	54	0	33
Rtf1	16	91	24	25	106	23	55	76
RtGEF	168	595	246	527	588	252	457	697
Rtnl1	3865	15967	1456	13877	6258	2266	5315	3161
Rtnl2	12	4	10	0	5	16	0	18
rtp	18	38	32	95	33	9	2	122
rtv	36	68	18	3	42	47	2	101
ru	27	28	38	7	16	12	118	38
rudhira	1449	5158	1224	5001	3308	2351	2327	2414
rumi	0	0	3	0	0	2	0	2
rump	423	2285	253	2077	2074	223	1627	422
run	31	10	59	64	18	77	7	114
RunxA	444	62	176	191	291	1097	42	493
RunxB	111	19	118	18	81	505	46	522
rut	1523	5640	2418	6974	1523	2676	2175	1626
rux	114	312	163	335	468	319	153	77
Rx	104	1108	96	797	218	1331	39	634
ry	86	555	140	705	184	81	124	172
RYa	0	0	0	1	0	1	0	5
RYa-R	220	223	288	441	267	728	132	1416
RYBP	167	613	203	530	628	200	287	117
RyR	472	390	369	222	502	410	477	989
S	256	429	308	527	726	771	477	2533
s-cup	9	54	12	4	15	303	61	51
S-Lap1	36	1	220	2	88	23	3	84
S-Lap2	16	1	12	0	4	18	14	58
S-Lap3	29	4	58	0	8	113	5	51
S-Lap5	77	0	10	1	10	28	4	73
S-Lap7	15	10	22	12	12	36	3	122
S-Lap8	1	0	31	2	7	324	0	70
S1P	69	426	30	32	120	25	74	277
S2P	40	151	31	170	27	49	22	89
S6k	587	3429	358	3285	1047	612	1005	531
S6KL	390	2230	201	1662	2165	1086	1762	721
sa	8	0	6	4	6	7	1	28
SA	274	26	43	4	57	31	12	88
Sac1	350	1233	232	763	1359	394	1041	404
sad	36	5	25	1	27	79	2	62
Saf-B	1231	2354	272	1062	837	816	1969	579
Saf6	26	43	41	83	57	26	0	72
sage	131	296	97	93	68	68	45	30
SAK	61	124	66	295	396	101	182	119
salm	59	327	64	31	805	112	201	372
salr	200	454	72	45	492	147	176	595
sals	151	180	89	198	80	186	56	159
salt	59	1	31	3	5	25	1	82
Sam-S	788	12029	667	10086	7787	1746	4041	3076
SamDC	484	2611	98	1614	445	90	652	102
Samuel	194	272	2162	147	235	780	367	891
san	148	717	196	1025	600	117	41	192
sano	490	447	580	642	535	1295	1369	1262
Sans	13	3	20	23	12	111	2	38
santa-maria	106	315	145	365	77	231	7	82
Sap-r	55	253	67	247	100	102	26	185
Sap130	83	881	67	303	229	441	650	174
Sap30	24	376	121	756	135	28	103	74
Sap47	16206	36072	8577	32877	25128	10811	24624	8023
Sar1	1756	13462	988	13059	3117	1086	2645	1714
Sara	85	719	129	332	368	235	318	193
Sardh	44	541	55	282	535	48	339	168
sas	148	51	87	102	83	346	15	966
Sas-4	37	104	23	79	91	104	58	72
Sas-6	15	6	7	1	7	25	0	41
Sas10	14	84	124	26	71	12	55	111
sau	1074	3806	492	2495	1531	824	1557	569
sav	9	1	13	11	4	26	2	80
sax	115	319	118	398	130	173	186	163
Sb	149	13	270	14	86	964	63	430
sba	206	533	250	243	439	710	413	394
sbb	1523	5345	1008	5564	1979	1852	2637	2146
Sbf	122	545	331	680	473	239	262	169
Sbp2	205	451	13	718	306	85	85	207
sbr	630	3422	579	1995	1844	733	1770	937
sc	11	0	5	0	16	9	0	11
Sc2	165	1251	43	1410	516	241	365	195
SC35	263	1227	441	496	545	388	736	157
sca	293	1193	167	746	838	354	457	382
scaf	246	97	424	319	151	329	40	232
scaf6	139	669	216	374	633	145	309	266
Scamp	710	1752	228	1816	854	465	675	472
SCAP	176	543	92	972	389	288	226	265
SCAR	95	543	136	190	423	183	369	180
scaRNA:MeU1b-A234	0	0	0	0	0	3	0	0
scat	189	433	60	365	140	191	408	73
scb	74	63	132	125	116	384	75	257
SCCRO	160	524	39	394	288	48	79	234
SCCRO3	87	607	25	278	220	398	203	212
SCCRO4	338	1683	301	1900	733	489	1057	388
Sce	55	292	13	272	132	47	43	63
sced	377	600	499	491	449	213	465	196
scf	1014	2761	636	2787	395	327	783	538
Scgalpha	89	825	103	347	464	203	310	221
Scgbeta	39	133	35	149	139	80	103	66
Scgdelta	73	321	84	253	217	286	73	862
Schip1	275	708	131	616	717	323	599	226
schlank	313	1343	520	3626	305	624	530	1153
schuy	19	3	7	3	21	15	5	62
SclA	249	83	43	113	392	72	374	89
Sclp	172	182	17	148	495	80	3	104
Scm	43	229	22	240	247	109	223	133
scny	144	1526	124	1484	611	338	468	415
SCOT	44	248	48	227	204	62	228	126
Scox	94	664	41	434	335	13	306	145
Scp1	300	176	407	479	523	604	230	372
Scp2	758	1263	2687	1781	2948	407	6986	1278
scpr-A	3	0	9	2	0	8	0	14
scpr-B	3	0	2	3	3	8	3	10
scpr-C	4	0	3	18	2	5	0	128
ScpX	201	2110	111	2109	149	94	227	388
Scr	154	52	221	9	101	428	22	3203
scra	26	21	49	5	14	45	22	384
scramb1	58	720	134	554	355	198	331	414
scramb2	47	254	30	168	189	109	37	84
scrib	600	3031	1188	1720	1259	1010	1665	1875
scro	209	407	209	49	265	458	562	525
scrt	1200	6806	1207	7915	8326	1871	5971	3382
Scsalpha	1335	10330	1163	7535	5599	793	2646	1429
scu	425	9969	804	7173	2117	310	1098	790
scw	10	1	13	1	4	9	1	17
scyl	2905	15737	2844	12892	10181	2436	5736	2203
sd	934	3403	1296	2871	2615	1412	1916	1212
sda	334	634	564	512	241	475	681	576
Sdc	4070	15519	3676	17806	8952	5351	5249	7631
SdhA	919	3165	885	3489	1985	786	1823	844
Sdhaf3	40	126	9	29	65	60	56	22
SdhB	165	851	120	636	382	42	310	157
SdhBL	24	62	24	64	27	35	19	92
SdhC	538	3392	360	2888	1821	709	1813	441
SdhD	434	1320	226	1611	902	343	704	195
Sdic1	13	4	8	60	8	14	0	23
Sdic2	61	76	171	104	91	32	33	28
Sdic4	288	863	166	853	442	281	527	225
sdk	971	191	409	184	280	2087	73	9358
Sdr	548	267	201	266	28	51	3	192
sds22	53	358	218	256	267	121	151	125
sdt	1226	7945	1843	4357	2513	1718	1975	1288
se	3	10	300	2	5	9	5	17
Sec10	72	199	48	261	25	102	327	109
Sec13	334	1277	126	878	331	45	204	64
Sec15	231	393	194	479	3	73	217	239
Sec16	287	869	505	729	659	567	552	458
Sec22	535	3017	469	3242	1035	466	330	196
Sec23	294	2024	167	1101	644	137	522	173
Sec24AB	339	1361	71	970	590	126	683	211
Sec24CD	406	1888	413	1324	377	418	414	594
Sec3	117	201	120	105	123	56	50	109
Sec31	34	340	76	220	94	70	52	226
Sec5	87	112	39	506	191	74	64	129
Sec6	233	196	33	88	107	205	170	165
Sec61alpha	491	8038	295	9288	721	390	776	374
Sec61beta	1471	14709	991	9969	2410	816	1102	819
Sec61gamma	1070	6748	673	4549	1481	366	1790	326
Sec63	202	2367	99	2207	713	90	243	1178
Sec71	300	1133	219	875	853	228	448	418
Sec8	382	1134	130	494	270	194	229	596
sei	57	339	35	169	136	114	390	255
Seipin	31	169	30	86	22	54	28	90
sel	149	2164	64	1770	108	159	245	132
SelD	48	609	22	516	161	29	60	62
SelG	346	3108	82	2146	996	608	1068	431
SelR	2730	5242	2091	5821	3825	2385	5111	1799
Sem1	154	1216	61	844	343	156	438	78
Sema1a	1289	5353	1684	5710	3273	4608	4322	3416
Sema1b	209	1055	306	765	388	335	580	219
Sema2a	737	518	658	346	887	563	655	1770
Sema2b	937	1001	565	715	1550	1848	924	1270
Sema5c	127	563	125	602	55	219	44	233
Semp1	1	0	16	0	3	26	0	5
Sems	5	1	9	0	5	9	2	14
Send1	2	0	3	1	5	6	0	11
Send2	38	0	8	0	7	35	0	15
senju	6	391	83	131	1	26	55	53
sens	27	1	75	1	19	35	3	74
sens-2	43	6	59	5	29	744	113	198
Sep1	141	319	63	493	206	332	262	198
Sep2	251	966	134	928	1060	87	443	345
Sep4	313	1112	427	850	1207	411	825	394
Sep5	70	3	54	3	18	24	53	64
Ser	101	8	187	8	44	329	9	462
Ser12	43	0	8	0	10	9	0	21
Ser6	4	0	3	0	59	4	0	100
Ser7	13	795	18	628	233	75	64	70
Ser8	4	0	11	0	2	29	0	15
SERCA	1388	4682	1003	4451	3298	646	2998	1454
serp	61	19	101	24	235	72	95	75
SerRS	89	553	19	410	55	46	68	82
SerRS-m	43	40	24	121	27	42	2	173
SerT	40	67	109	404	17	381	5	188
Sesn	176	1256	252	1050	585	243	466	464
Set	372	559	185	750	191	143	164	173
Set1	258	1363	178	845	602	242	305	118
Set2	186	645	180	378	317	159	261	737
sev	218	168	257	232	48	163	194	335
SF1	504	1065	58	511	202	262	620	346
SF2	5	9	6	28	44	10	1	43
sff	454	2156	752	1331	1369	1301	1151	969
sfl	674	1812	724	1177	817	1610	1053	1360
Sfmbt	264	509	124	660	280	180	147	125
Sfp23F	7	0	0	0	3	8	0	3
Sfp24Ba	885	18	420	5	11	24	3	9
Sfp24Bb	1502	101	1159	44	7	16	6	13
Sfp24Bc	6	0	3	0	0	11	0	9
Sfp24Bd	199	0	77	4	1	7	0	892
Sfp24C1	0	0	2	2	0	22	0	2
Sfp24F	2	0	4	0	6	3	0	11
Sfp26Ac	3	0	3	0	0	6	0	3
Sfp26Ad	10	0	4	0	0	3	8	39
Sfp33A1	1	0	2	0	1	2	0	3
Sfp33A2	0	11	1	0	0	22	0	4
Sfp33A3	1	0	1	0	5	6	0	29
Sfp33A4	1	0	0	0	1	4	0	10
Sfp35C	0	0	2	0	1	9	0	3
Sfp36F	2	0	0	0	0	0	0	1
Sfp38D	5	0	12	0	2	21	0	12
Sfp51E	3	0	4	1	1	4	0	5
Sfp53D	3	0	1	22	2	7	0	5
Sfp60F	6147	592	4838	162	39	71	35	160
Sfp65A	0	1	4	0	0	3	1	7
Sfp70A4	3	0	6	0	0	17	0	5
Sfp77F	7	0	3	2	2	6	0	19
Sfp78E	9	8	10	2	4	12	29	138
Sfp79B	5	0	2	0	11	1	1	76
Sfp84E	25	0	3	1	4	23	0	14
Sfp93F	3	0	4	2	3	1	0	8
Sfp96F	4	0	2	12	2	1	0	14
Sgf11	4	194	133	145	68	35	153	68
Sgf29	56	188	14	196	136	45	66	66
sgg	4006	20144	4817	16401	10936	4760	8080	4268
sgl	70	370	89	580	111	75	175	134
sgll	169	1232	51	555	1233	69	529	84
Sgs1	15	0	8	0	7	20	3	162
Sgs3	2	1	3	1	3	16	2	41
Sgs5	3	0	3	0	3	11	0	17
Sgs7	4	0	5	0	1	4	0	2
Sgs8	13	0	3	0	1	13	0	2
Sgt	197	1187	219	773	486	110	290	129
Sgt1	143	1207	63	1082	494	125	499	182
Sh	10590	45642	9186	38163	27698	11753	29630	7467
Sh3beta	177	1159	264	935	487	195	448	229
SH3PX1	77	856	16	478	330	208	93	93
sha	102	56	138	40	68	492	22	162
Shab	931	3587	977	7428	2995	2116	3667	1816
shakB	1105	6741	1797	8470	3294	3516	5940	4441
Shal	316	1214	274	771	1826	518	1178	509
shams	19	119	33	45	55	62	13	27
Shark	47	50	27	4	5	233	2	30
Shaw	269	1436	299	926	748	626	1047	458
Shawl	352	1845	463	1515	660	555	443	736
Shawn	51	290	41	226	90	48	47	178
Shc	53	511	220	400	263	32	128	49
shd	40	86	50	89	28	208	28	197
