GeneID	fed	fed	fed	fed	starved	starved	starved	starved
CG18107	50	3776	50	4784	407	46	619	242
CG18109	49	0	21	0	11	52	10	281
CG1812	206	213	100	328	347	235	519	200
CG18128	285	0	5	5	0	45	0	33
CG18130	19	7	20	13	13	195	9	17
CG18131	14	87	13	3	153	12	5	34
CG18132	10	2	7	6	695	12	2	14758
CG18135	574	10277	907	9478	5255	318	2984	1348
CG1814	76	625	27	69	226	137	257	223
CG1815	65	185	126	228	452	292	148	172
CG18155	18	28	14	21	21	56	12	53
CG18170	56	56	156	156	17	188	7	103
CG18173	48	1	29	0	4	22	4	31
CG18178	152	380	21	369	131	39	1	299
CG18179	10	2	17	0	117	15	136	14
CG18180	50	49	15	66	59	12	174	46
CG18190	6	16	2	1	4	14	3	3
CG18208	403	1581	716	2017	2468	1755	1335	2529
CG18213	34	151	63	84	53	180	192	136
CG18223	9	3	2	1	4	88	4	21
CG18231	36	11	15	7	8	27	6	201
CG18233	12	0	11	2	6	12	1	56
CG18234	19	10	10	15	1	29	9	40
CG1824	112	276	236	241	325	121	116	82
CG18249	61	308	12	453	83	1337	46	146
CG18258	6	1	6	4	10	31	0	35
CG18259	134	672	25	404	279	107	196	296
CG18262	18	51	130	114	40	12	22	22
CG18265	214	620	189	474	188	321	589	328
CG18266	9	0	9	0	5	72	0	70
CG18268	3	1	7	0	3	11	3	9
CG18269	1	0	3	0	0	11	1	10
CG1827	291	593	226	1029	545	202	327	221
CG18273	69	138	33	115	55	65	32	96
CG18278	5	0	5	1	4	10	0	37
CG18284	13	2	8	0	8	25	2	32
CG18301	10	26	104	9	17	35	1	96
CG18302	7	0	25	0	6	47	1	34
CG18304	92	3	85	3	22	172	3	116
CG18324	1	0	45	0	0	0	0	1
CG18327	6	107	29	15	2	11	0	12
CG18335	85	394	134	171	27	308	226	120
CG18336	293	7017	460	5399	622	298	400	232
CG18343	71	1068	87	935	142	52	8	46
CG1835	28	28	89	2	31	55	3	194
CG18367	62	10	17	1	2	3	0	11
CG1840	99	269	69	239	117	19	163	65
CG18404	27	2	8	1	2	23	1	8
CG18417	11	7	17	2	4	20	0	11
CG18418	2	1	11	1	0	54	0	28
CG18420	18	2	21	0	4	84	3	52
CG18428	131	735	159	99	280	131	279	51
CG18446	35	24	30	39	40	27	17	55
CG18449	46	1	7	38	0	5	0	83
CG18467	20	71	114	60	369	140	134	39
CG18469	3	0	11	0	2	10	0	7
CG1847	454	972	130	707	232	474	405	126
CG18472	16	0	3	2	4	17	16	83
CG18473	7	2	74	43	64	37	2	13
CG18476	93	24	34	11	32	142	22	72
CG18477	38	278	21	206	100	23	9	115
CG18478	1	0	4	0	0	8	0	3
CG18480	31	3	106	4	86	68	4	211
CG18493	7	0	17	60	15	21	0	12
CG1850	30	0	25	1	6	28	2	48
CG18507	84	393	105	566	355	74	181	196
CG18508	394	1104	258	807	340	218	362	252
CG18518	10	0	3	0	3	2	0	0
CG18528	15	49	24	139	7	83	8	15
CG18530	5	0	11	1	8	14	1	13
CG18536	5	31	4	19	2	4	15	2
CG18537	1	1	7	0	23	1	2	12
CG18538	4	0	2	0	2	4	0	5
CG18539	4	1	5	0	1	4	0	2
CG18540	53	0	0	1	7	3	0	5
CG18545	1	1	7	3	3	0	0	11
CG18547	66	3109	225	3169	2192	105	1599	467
CG18549	512	2473	559	2290	1498	750	1914	1591
CG18557	9	0	15	0	8	3	1	21
CG18558	12	0	13	0	3	28	0	52
CG18563	3	0	22	148	4	19	4	26
CG18568	8	0	8	1	11	9	0	9
CG18577	3	2	67	2	2	11	2	12
CG18585	9	0	6	0	2	66	0	46
CG18586	8	2	12	2	11	76	3	41
CG18596	94	254	38	79	127	90	107	66
CG18599	22	0	13	16	11	52	1	47
CG18600	10	96	7	48	12	43	3	271
CG18605	8	0	32	0	1	23	1	17
CG18606	4	1	7	0	0	7	0	9
CG18607	20	3	4	0	1	433	0	2
CG18609	1	0	2	0	3	17	0	188
CG18622	90	733	60	861	283	64	16	260
CG18628	9	11	5	0	3	40	0	60
CG18635	10	0	18	0	15	17	1	29
CG18636	5	2	7	6	7	50	1	29
CG18641	19	0	61	0	36	222	1	83
CG18643	20	102	37	54	99	11	27	53
CG18659	100	1025	106	467	346	192	150	240
CG18661	50	202	49	135	442	141	131	207
CG18662	7	3	7	0	1	6	2	4
CG18666	4	1	4	1	0	3	1	7
CG18672	4	0	12	0	50	6	2	27
CG18673	12	0	11	0	5	49	0	24
CG18675	380	2502	978	1859	1234	899	2054	847
CG18731	273	711	61	470	290	124	331	156
CG18735	28	0	28	4	4	223	1	29
CG18744	37	45	38	178	2	17	49	102
CG18745	61	2	14	2	9	53	0	34
CG18746	37	0	14	3	15	21	2	71
CG18747	20	30	26	0	7	56	98	52
CG18748	7	1	18	23	6	53	2	18
CG18749	41	426	31	94	89	152	138	66
CG18754	16	132	33	82	18	19	12	30
CG18764	30	28	17	42	25	229	9	20
CG18765	23	1	6	1	5	13	4	11
CG18766	293	1159	462	569	1170	282	595	289
CG18769	203	686	302	537	495	624	459	874
CG18787	10	41	17	39	21	15	12	4
CG18788	13	2	23	8	9	34	6	28
CG18789	12	61	8	24	26	8	13	17
CG18808	378	995	298	989	1035	258	680	266
CG18810	10	0	23	1	2	48	1	14
CG18812	1554	6676	1706	4670	2569	1225	3983	1508
CG18814	3	2	4	0	3	18	0	9
CG18815	650	4989	492	3753	1659	451	1734	605
CG1882	322	3158	347	2213	1815	104	1027	531
CG18823	3	0	2	0	4	3	1	94
CG1885	29	184	38	194	192	69	23	81
CG18853	0	0	4	1	1	12	1	6
CG18858	344	1949	348	1967	10274	564	5440	3490
CG18869	15	0	9	0	4	13	2	28
CG18870	36	302	111	237	542	359	523	171
CG1888	56	559	95	382	68	312	131	220
CG1889	23	26	16	141	14	13	2	20
CG1890	133	268	48	338	112	70	198	48
CG1894	17	21	10	3	6	39	0	36
CG1896	49	116	10	146	43	27	14	21
CG1902	359	711	125	553	689	221	283	161
CG1907	240	5327	157	3509	1608	415	868	327
CG1909	514	1532	757	1605	1059	635	1181	541
CG1910	180	1788	57	1593	756	553	403	278
CG1924	26	8	15	3	11	29	6	25
CG1927	40	740	18	197	223	63	49	42
CG1941	10	138	48	134	5	6	5	23
CG1942	14	5	5	1	3	17	1	19
CG1943	4458	3447	1800	3260	3645	1555	3273	1079
CG1946	11	14	9	0	4	10	0	17
CG1951	62	327	51	157	135	66	152	91
CG1958	7	1	11	1	2	35	4	17
CG1965	139	574	49	517	516	189	605	79
CG1968	24	140	26	41	32	47	37	67
CG1969	113	813	94	828	135	54	120	157
CG1971	9	75	9	84	7	37	1	20
CG1979	30	479	31	567	148	38	147	73
CG1983	128	771	91	219	528	206	690	205
CG1986	18	976	9	994	153	55	81	89
CG1988	121	0	12	3	19	102	48	429
CG1998	303	2752	312	2850	757	351	318	14286
CG1999	4	1	6	3	7	40	1	9
CG2003	30	46	26	96	24	338	22	140
CG2004	79	478	10	366	196	33	103	91
CG2006	21	16	12	1	21	17	5	44
CG2010	66	168	88	144	125	59	69	81
CG2016	181	19	21	8	14	30	2	50
CG2017	33	129	35	303	137	129	55	77
CG2021	71	120	11	267	21	11	73	9
CG2023	12	89	9	104	58	92	90	28
CG2025	62	122	67	97	115	69	10	61
CG2034	20	1117	27	585	127	11	18	149
CG2046	42	65	22	66	28	9	47	185
CG2053	26	0	19	0	2	29	0	11
CG2059	230	771	71	690	338	166	243	153
CG2063	20	104	30	145	108	120	24	35
CG2064	40	1019	28	1376	1021	133	325	21
CG2065	27	96	41	98	31	27	34	84
CG2070	8	18	7	0	114	18	0	25
CG2082	764	1150	940	1459	1961	1410	1496	1128
CG2091	90	215	23	172	65	151	108	27
CG2100	18	309	6	176	65	104	87	24
CG2104	13	0	15	1	4	40	4	36
CG2113	40	0	7	0	49	9	0	1247
CG2116	66	181	16	192	153	62	236	120
CG2118	162	1397	168	1710	462	186	349	321
CG2120	16	2	12	4	6	14	1	23
CG2121	70	88	101	74	48	131	81	206
CG2124	22	22	14	43	9	364	23	79
CG2126	24	171	82	75	24	150	105	70
CG2127	16	0	12	0	3	37	1	99
CG2129	158	118	59	102	6	21	2	43
CG2144	50	207	18	221	177	72	57	109
CG2145	37	3005	38	2481	954	35	347	109
CG2147	331	517	162	117	17	27	61	105
CG2150	3	0	3	0	6	14	2	77
CG2157	24	5	1	26	19	6	28	11
CG2162	255	1348	113	1653	1246	496	850	728
CG2182	67	261	43	94	73	80	264	108
CG2186	326	2017	171	930	468	813	1242	362
CG2187	16	1	21	3	9	53	1	87
CG2199	57	278	69	196	209	76	53	260
CG2200	38	113	62	155	32	13	35	64
CG2201	186	887	167	722	534	224	633	307
CG2202	165	703	85	281	161	62	48	111
CG2211	24	205	9	149	73	86	70	73
CG2217	202	1765	222	944	1177	515	1162	379
CG2218	143	1485	174	912	561	203	228	93
CG2224	43	109	63	116	88	50	79	119
CG2225	236	739	238	903	230	274	354	395
CG2233	2834	341775	2217	347087	62064	3108	29620	20909
CG2246	256	1357	256	565	482	740	459	260
CG2247	50	43	63	117	32	50	47	108
CG2254	284	1444	293	2529	216	56	19	97
CG2256	3	31	5	6	4	16	8	26
CG2258	192	1203	261	827	664	781	470	374
CG2260	13	95	10	67	39	13	21	25
CG2267	109	0	22	2	3	21	0	29
CG2269	6140	8920	1256	7192	5407	3605	5286	2163
CG2277	164	739	260	544	495	186	165	228
CG2278	81	361	61	283	306	91	190	205
CG2291	8	0	6	1	1	9	2	17
CG2292	19	6	23	22	3	13	3	65
CG2310	12	73	17	146	173	20	0	137
CG2316	489	2219	388	1265	791	292	984	313
CG2321	35	0	12	1	3	20	0	47
CG2336	3	0	13	0	5	25	1	72
CG2371	72	82	41	137	89	105	83	31
CG2444	2	0	5	1	2	7	0	4
CG2453	43	158	6	149	28	5	86	34
CG2469	142	628	119	369	400	194	238	180
CG2493	86	1516	41	1757	494	22	240	184
CG2519	128	878	418	471	405	344	400	157
CG2528	93	462	89	366	121	209	69	157
CG2533	2	78	10	0	1	14	1	13
CG2540	288	424	46	221	163	193	126	18
CG2543	2	246	35	52	17	43	56	25
CG2556	94	23	75	62	126	216	15	462
CG2574	4	0	6	1	10	12	1	20
CG2577	5	2	7	1	2	12	2	14
CG2604	430	2764	371	2541	865	196	128	404
CG2608	24	179	85	237	361	88	47	19
CG2611	17	115	18	45	35	50	6	16
CG2614	51	80	40	47	128	72	21	29
CG2616	24	2	22	3	8	23	2	42
CG2617	3	32	12	87	48	42	0	53
CG2641	12	131	28	126	160	44	2	157
CG2650	10	10	17	5	22	9	66	36
CG2652	13	23	18	7	4	49	5	21
CG2656	358	300	280	553	507	301	355	168
CG2658	32	204	99	198	259	137	434	150
CG2662	15	2	7	112	13	35	49	104
CG2663	18	4	34	1	119	71	1	23
CG2678	16	4	38	2	56	29	8	53
CG2680	213	562	125	350	275	17	189	44
CG2681	57	5	17	4	12	45	1	74
CG2685	25	90	13	105	18	42	64	46
CG2691	59	434	43	409	133	76	56	352
CG2694	102	95	117	139	246	79	8	37
CG2698	150	1147	140	728	629	262	449	466
CG2701	181	468	89	426	370	137	114	278
CG2712	12	4	18	198	15	22	18	15
CG2736	142	13820	113	11351	1907	108	1077	440
CG2747	127	209	124	181	184	309	106	229
CG2765	359	1202	403	966	558	235	1295	448
CG2767	124	766	92	726	102	61	187	132
CG2772	20	0	17	2	144	28	6	28
CG2781	178	839	625	1306	172	111	205	245
CG2790	41	430	148	286	58	68	160	24
CG2794	36	97	10	49	47	13	43	38
CG2807	65	239	49	117	178	58	124	117
CG2811	35	431	12	400	233	33	64	74
CG2816	5	19	6	42	1	1	52	51
CG2818	132	529	122	292	314	100	67	225
CG2837	9	3	63	4	45	29	15	45
CG2839	8	2	5	2	6	21	7	898
CG2841	112	86	140	86	171	775	24	334
CG2846	374	1400	140	560	429	157	189	29
CG2852	1555	15699	944	12006	1540	730	1498	1209
CG2861	59	9	59	8	18	127	73	92
CG2862	133	2004	119	1779	549	103	386	157
CG2865	621	3835	1324	4078	4020	1862	2127	1450
CG2871	10	8	7	4	5	9	9	12
CG2875	14	18	5	5	6	25	2	16
CG2887	18	64	9	44	31	29	3	32
CG2889	35	168	30	176	233	181	236	101
CG2906	12	149	60	79	82	48	36	26
CG2909	62	131	37	93	231	162	36	83
CG2915	97	363	41	196	194	87	84	89
CG2918	2863	5530	950	6149	1615	867	1310	1105
CG2921	171	927	664	438	939	578	69	280
CG2924	138	659	186	969	1332	237	268	43822
CG2926	460	1105	354	655	290	150	594	320
CG2930	120	97	198	77	66	81	6	770
CG2931	94	1119	56	851	459	124	346	249
CG2938	155	384	80	177	149	170	135	258
CG2941	14	69	25	28	49	102	61	134
CG2955	9	0	8	28	6	16	0	21
CG2964	4	3	7	1	5	12	6	31
CG2970	168	1154	207	1300	398	583	423	158
CG2972	19	103	9	99	130	13	47	43
CG2974	29	77	6	69	14	11	1	12
CG2975	6	1	24	1	13	29	24	84
CG2982	18	148	20	71	62	43	9	41
CG2983	455	2	14	2	5	14	1	44
CG2990	70	806	32	764	108	141	77	181
CG2991	315	1250	204	788	917	643	504	533
CG2993	644	1911	388	1163	1054	647	2066	319
CG30001	77	1	9	0	3	190	0	173
CG30002	35	1858	42	1515	69	29	44	130
CG30007	28	75	321	39	54	68	40	75
CG30008	32	0	43	2	9	14	0	119
CG30010	20	193	69	53	129	71	66	126
CG30015	228	1039	651	1234	976	703	347	1087
CG30016	4	0	2	0	0	5	0	3
CG30020	37	109	126	15	108	233	11	1248
CG30025	40	6	27	9	43	3	37	26
CG30026	48	2315	106	2103	1105	128	577	460
CG30031	93	36	127	33	234	6	366	99
CG30033	12	8	96	0	0	4	59	12
CG30036	9	2	7	2	5	10	0	23
CG30037	25	4	10	1	9	25	1	36
CG30039	2	0	15	2	15	11	1	3
CG30043	18	20	37	23	15	52	13	94
CG30046	83	539	27	735	190	62	119	62
CG30047	96	12	40	10	16	121	5	93
CG30048	18	1	22	2	15	62	2	53
CG30049	115	4	14	4	27	36	3	90
CG30050	8	1	8	1	9	15	3	5
CG30053	7	38	7	9	4	16	0	42
CG30054	3	2	8	1	4	33	1	16
CG30058	15	0	15	13	2	21	0	20
CG30059	3	6	17	2	2	22	1	22
CG30065	5	1	7	0	1	44	0	4
CG30069	77	616	132	439	226	166	59	190
CG30075	2	0	2	0	0	0	1	3
CG30076	10	1	16	1	3	34	0	24
CG3008	127	1020	129	933	164	145	274	204
CG30080	16	588	66	416	8	33	6	62
CG30082	13	5	17	15	7	11	3	20
CG30083	7	237	8	280	2	54	0	130
CG30089	118	562	573	797	827	731	1105	985
CG3009	159	490	284	529	353	195	184	243
CG30090	3	169	7	41	3	45	1	33
CG30091	14	0	22	1	7	18	7	24
CG30094	207	248	56	371	431	23	239	205
CG30095	2	0	3	19	0	5	1	6
CG30096	18	21	37	41	4	252	235	76
CG30098	12	1	34	3	139	13	117	94
CG30100	24	374	92	372	265	175	61	127
CG30101	19	0	19	0	3	18	3	24
CG30103	17	0	9	0	15	20	1	19
CG30105	2	65	10	0	33	2	0	9
CG30108	15	53	3	2	6	5	0	3
CG30109	66	1008	48	519	460	85	109	12
CG3011	395	13536	981	9646	12076	1043	7090	7858
CG30110	26	76	6	0	89	79	2	64
CG30114	4	1	4	4	2	15	0	32
CG30116	699	2852	917	3372	2141	1691	1587	1084
CG30120	365	1078	162	475	407	437	285	341
CG30122	141	666	256	747	514	196	338	159
CG3014	86	2	11	27	11	249	2	55
CG30148	4	3	8	1	12	12	2	8
CG30151	19	1373	18	800	703	38	75	107
CG30154	18	203	11	259	16	6	2	35
CG30158	340	4756	645	1839	842	1033	1446	2104
CG30161	9	0	2	0	3	10	0	5
CG30172	1461	3147	476	1122	2268	903	2203	641
CG30177	26	0	19	0	0	11	1	17
CG30178	2	4	2	0	1	5	0	23
CG30183	48	11	50	14	32	68	32	107
CG30187	141	8	32	8	34	15	13	30
CG30192	3	10	2	0	77	4	0	2
CG30195	6	0	6	0	17	39	53	10
CG30196	5	69	10	5	50	7	195	54
CG30197	715	6944	1119	7016	1015	126	310	1055
CG30203	59	192	48	272	163	72	132	107
CG30222	34	1	63	0	12	10	9	162
CG30259	8	0	24	0	9	17	0	34
CG30265	8	0	7	0	11	16	1	147
CG30268	25	1	32	2	7	41	3	45
CG30269	79	369	11	133	61	15	2	29
CG30270	2	0	8	0	1	9	0	90
CG30271	10	3	41	5	13	116	81	82
CG30275	26	1	50	2	11	107	2	176
CG30278	32	1	10	0	3	23	3	331
CG30280	13	0	56	0	3	39	1	72
CG30281	1	0	42	31	3	14	0	4
CG30283	3	16	3	0	5	9	0	9
CG30284	3	2	8	0	5	13	1	53
CG30285	174	1513	258	1377	14	19	114	141
CG30286	11	1	5	1	5	18	0	6
CG30287	19	60	8	2	16	17	1	22
CG30288	10	0	6	61	2	15	1	22
CG30289	10	9	6	9	36	10	5	28
CG30291	75	463	25	617	120	98	95	110
CG3032	21	2	35	20	15	41	5	65
CG30324	10	0	5	0	4	17	0	35
CG30325	112	37	7	0	7	14	6	55
CG30334	7	2	4	4	26	9	125	54
CG30339	81	30	16	0	2	14	0	29
CG30340	4	1	20	0	11	12	0	22
CG30343	0	0	0	1	4	2	0	0
CG30344	108	478	193	465	78	98	167	178
CG30345	41	24	70	11	14	108	1	43
CG30349	31	317	11	169	124	24	59	156
CG30355	6	2	4	0	1	9	1	15
CG30356	3	2	4	0	64	7	2	8
CG3036	557	9643	493	11032	4614	508	2016	1833
CG30369	5	1	1	0	0	9	0	13
CG30371	56	0	13	3	28	18	67	72
CG30373	43	266	66	227	303	54	20	45
CG30375	4	0	22	2	4	18	2	46
CG30376	12	1	7	5	1	18	0	6
CG30377	87	37	189	70	78	239	72	1558
CG30379	11	0	20	0	16	99	3	20
CG3038	75	22	7	2	3	20	3	23
CG30380	13	0	1	0	28	1	0	4
CG30381	3	18	8	24	3	38	10	37
CG30383	18	0	10	2	0	17	2	5
CG30389	1218	3084	597	2470	1388	726	1650	793
CG30391	27	0	6	1	6	48	3	36
CG30392	89	1045	36	202	318	30	473	97
CG30393	7	0	11	0	1	13	0	24
CG30394	40	185	76	200	67	41	120	112
CG30395	15	3	32	8	28	37	3	39
CG30398	8	0	4	0	2	13	0	10
CG3040	533	721	460	664	138	333	171	197
CG30403	5	14	16	0	51	18	60	39
CG30411	8	27	11	0	33	5	1	38
CG30412	8	0	6	0	1	13	0	17
CG30413	5	0	4	0	17	10	0	6
CG30414	156	1819	245	2106	385	65	920	69
CG30416	15	1	11	0	7	10	0	60
CG30419	440	390	156	908	278	348	116	249
CG30423	396	2054	181	1892	529	229	736	245
CG30424	258	369	29	649	211	24	179	171
CG30427	105	107	51	37	38	139	142	96
CG30428	27	33	8	25	27	7	1	15
CG30429	4	0	7	0	2	12	0	14
CG30430	8	0	0	0	0	13	0	17
CG30431	15	352	13	312	12	24	1	12
CG30432	8	0	8	2	11	34	2	58
CG30438	565	112	412	72	306	523	340	523
CG30440	1797	1733	4944	2260	241	587	224	744
CG30441	0	0	0	2	1	13	0	0
CG30447	7	0	6	1	1	6	1	10
CG3045	50	34	19	3	35	41	0	57
CG30456	43	39	179	88	47	102	8	119
CG30457	90	19	61	14	7188	53	6426	54
CG30458	3	0	1	1	54	5	0	5
CG30460	132	169	217	77	252	344	73	424
CG30461	19	2	24	0	4	38	2	34
CG30463	529	1181	597	351	295	1478	582	5135
CG30466	98	71	29	43	39	27	39	72
CG30467	30	60	24	47	29	29	37	33
CG30471	13	1	8	1	8	39	2	63
CG30472	5	1	7	0	1	6	1	4
CG30484	18	2	35	1	2	27	3	37
CG30485	260	2	19	3	3	177	23	50
CG30486	0	0	0	0	1	3	0	4
CG30487	10	1	5	86	0	49	0	5
CG30491	61	106	16	468	74	28	48	78
CG30493	206	179	30	279	46	74	109	93
CG30495	17	5	13	48	9	118	36	55
CG30497	8086	34986	5087	23271	17709	7013	16536	5338
CG30499	12	625	94	590	44	12	57	36
CG30503	228	10760	236	9824	3032	531	1975	830
CG3061	1119	6043	592	3627	2465	543	2134	1897
CG3062	0	0	3	0	1	4	0	15
CG3065	35	287	75	179	98	72	38	108
CG3071	35	76	19	25	18	43	3	34
CG3077	57	50	44	299	100	83	59	40084
CG3078	167	642	168	652	682	246	160	189
CG3081	25	6	25	8	9	48	8	101
CG3085	21	0	16	0	3	65	0	24
CG3088	9	2	5	0	1	11	1	7
CG3091	24	553	22	75	212	39	94	140
CG3092	16	1	4	1	0	12	1	35
CG3097	152	839	73	557	111	81	4	475
CG31002	10	0	13	1	8	13	2	28
CG31010	17	0	9	6	2	15	0	37
CG31013	15	0	35	2	14	36	0	361
CG31016	21	4	102	2	9	63	7	95
CG31019	20	0	19	1	4	37	2	75
CG31021	14	0	17	0	2	25	0	31
CG31028	31	23	50	4	16	78	37	206
CG31029	36	0	63	114	40	47	28	5672
CG31030	1268	2279	160	2355	2590	1401	2499	770
CG31036	15	0	30	5	8	31	4	79
CG31038	96	166	290	529	109	301	286	200
CG3104	271	1345	291	856	855	529	642	517
CG31041	8	10	8	0	4	10	1	111
CG31050	6	33	9	29	16	24	6	46
CG31051	14	444	121	151	320	148	336	228
CG31053	10	0	3	0	9	10	0	36
CG31055	8	2	17	1	12	24	0	42
CG3106	21	53	47	36	7	92	3	84
CG31064	269	1534	159	828	1101	502	1003	336
CG31068	22	0	21	1	10	232	0	120
CG3107	241	799	202	935	719	361	561	312
CG31075	84	1660	51	1390	461	71	250	304
CG31076	1	0	12	0	1	46	0	63
CG3108	19	0	24	10	4	24	2	79
CG31087	16	1	46	55	44	83	0	45
CG31088	8	0	5	17	5	14	37	27
CG31089	8	27	22	23	124	13	0	4158
CG31091	12	5	15	10	27	33	15	21
CG31093	1	2	6	0	3	12	0	7
CG31097	15	19	39	6	2	20	1	64
CG31098	54	146	15	98	170	29	106	118
CG31099	12	0	8	0	11	10	0	28
CG31100	58	78	39	18	21	53	27	162
CG31102	17	224	36	77	47	28	35	250
CG31103	153	65	28	105	27	64	3	30
CG31104	22	0	12	0	60	142	0	200
CG31106	16	0	43	0	19	36	1	19
CG31108	83	786	142	1066	425	295	650	281
CG31109	88	170	40	197	213	26	228	109
CG31111	50	52	16	26	84	9	65	28
CG31115	5	0	8	0	4	7	0	14
CG31121	62	115	132	18	245	122	142	378
CG31122	380	1174	341	1356	430	510	476	1975
CG31125	30	3	9	244	37	35	108	37
CG31126	111	369	39	194	284	52	113	59
CG31128	5	10	7	5	3	22	4	16
CG31131	13	2	6	0	17	8	1	2099
CG31139	25	107	9	5	141	836	63	46
CG31140	2049	7160	2031	5107	3905	2344	3146	1144
CG31141	10	13	12	12	28	19	19	18
CG31142	23	159	6	219	84	45	74	31
CG31145	914	4141	637	3933	2611	1925	2033	1730
CG31156	27	16	32	4	70	225	57	540
CG31157	77	6	17	42	5	37	22	40
CG31161	3	4	50	0	281	2	33	53
CG3117	14	0	28	0	3	51	1	11
CG31174	27	49	4	31	34	96	0	15
CG31176	228	66	393	8	156	824	47	778
CG31178	0	0	14	2	4	5	3	4
CG31183	315	281	107	270	201	327	304	454
CG31189	5	2	10	0	0	6	1	8
CG3119	30	3	349	3	8	17	47	41
CG31191	1304	3632	774	1472	987	1219	1040	891
CG31195	115	343	119	237	173	67	41	288
CG31198	16	15	35	1	21	42	4	119
CG31199	41	31	9	181	10	20	89	40
CG31200	244	331	11	457	43	6	34	118
CG31204	27	0	7	0	3	5	2	11
CG31205	17	213	10	237	35	10	24	7
CG31206	3	0	47	0	0	12	0	19
CG31207	8	212	164	75	189	22	2	16
CG3121	34	2	21	1	8	30	1	62
CG31211	198	1748	350	872	1333	527	1923	286
CG31213	24	4	41	3	32	103	0	141
CG31219	4	0	12	0	12	30	3	23
CG31220	8	1	9	0	9	11	0	9
CG31221	8850	19256	6444	32150	23913	14441	13763	8558
CG31223	73	229	3	201	4	21	108	27
CG31224	412	877	248	1041	437	283	457	247
CG31226	4	7	23	0	2	5	0	4
CG31229	8	272	25	120	143	46	50	46
CG31231	6	0	21	4	6	44	1	36
CG31233	34	0	44	2	53	42	9	249
CG31235	132	15	57	8	21	414	3	279
CG3124	13	0	15	1	3	52	0	58
CG31248	70	2719	111	1537	229	119	78	250
CG31249	29	102	6	37	42	12	50	32
CG31251	24	111	61	27	15	57	25	12
CG31259	22	2	15	0	7	64	63	32
CG31262	48	0	20	1	105	102	4	146
CG31265	15	0	4	0	8	43	1	14
CG31266	4	0	9	0	2	35	0	26
CG31267	4	1	4	0	7	58	0	12
CG31268	15	0	21	0	2	16	0	8
CG31269	2	0	15	0	1	2	0	33
CG31272	11	4	10	2	85	14	1	68
CG31274	1	44	77	14	2	46	0	56
CG31278	6	27	29	3	16	19	2	28
CG31279	59	44	33	8	34	51	41	24
CG31286	2	2	12	1	4	9	1	60
CG31287	6	101	4	0	5	31	1	8
CG31288	13	45	7	82	46	30	0	162
CG31294	6	1	13	0	2	4	1	8
CG31296	5	5	11	0	1	30	1	15
CG31300	51	66	48	66	5	46	1	31
CG31301	22	722	182	995	364	121	378	341
CG31313	330	3957	297	6649	1312	103	420	465
CG31321	19	2	26	32	72	35	4	123
CG31323	85	103	128	401	65	495	360	833
CG31324	109	545	165	528	220	555	826	393
CG31326	119	4245	103	4133	983	107	183	393
CG31327	34	5	12	1	4	75	2	53
CG31337	12	2	7	0	43	10	55	14
CG31342	119	488	1755	298	155	116	40	116
CG31343	32	18	99	2	47	138	1	86
CG31344	111	534	111	574	71	136	227	129
CG31345	263	440	228	637	403	298	851	107
CG31347	3	0	11	40	52	5	2	19
CG31358	27	4	46	6	8	2501	4	52
CG31360	92	287	53	313	221	27	261	59
CG31365	24	13	25	6	20	50	13	29
CG31368	142	64	90	123	64	95	40	409
CG31370	11	96	15	20	28	40	0	26
CG31371	81	35	16	1	5	18	3	43
CG31373	11	1	128	3	4	11	1	15
CG31380	15	0	9	0	2	30	1	11
CG31388	32	85	41	58	110	242	78	56
CG31391	17	205	20	239	221	95	292	91
CG31406	13	3	0	9	3	14	2	8
CG31413	14	6	15	7	16	15	5	32
CG31415	5	75	7	1	0	5	116	7
CG31418	11	0	2	0	8	5	0	52
CG31419	93	1	6	1	7	10	0	78
CG31431	47	2	20	1	44	116	1	203
CG31436	11	162	16	104	70	40	1	26
CG31437	2	2	4	0	0	5	0	21
CG31441	52	118	15	407	99	12	4	29
CG31445	219	710	998	728	241	59	155	1550
CG31446	2	19	4	135	3	43	0	10
CG31454	14	0	74	12	7	28	2	20
CG31457	83	276	51	193	157	46	254	118
CG31459	5	9	8	1	1	10	0	8
CG31460	9	27	15	22	14	64	25	1
CG31463	13	2	7	1	4	14	1	8
CG31464	7	0	2	0	5	2	0	26
CG31467	13	18	26	4	8	56	1	22
CG31468	9	1	66	1	2	9	0	36
CG31469	58	0	43	49	11	48	7	47
CG31473	0	27	1	35	0	4	25	2
CG31475	279	238	158	208	342	289	187	363
CG31482	2	0	2	0	9	11	1	38
CG3149	12	27	26	31	34	23	71	135
CG31493	12	2	9	3	1	11	40	16
CG31495	26	62	6	0	2	16	0	19
CG31496	10	0	10	1	3	10	39	32
CG31515	9	0	9	9	2	21	0	7
CG31516	15	2	7	1	8	7	3	67
CG31517	2	1	7	0	0	12	1	20
CG31522	555	934	301	857	537	359	307	694
CG31523	161	2162	913	1902	1245	590	484	1043
CG31524	15	6	45	1	11	24	0	24
CG31525	12	1	7	0	2	21	1	17
CG31528	15	1	51	1	7	39	0	42
CG31533	21	1	13	26	11	23	0	41
CG31542	8	0	9	1	1	25	1	46
CG31546	12	0	9	13	5	4	1	43
CG31547	297	433	269	403	34	141	16	218
CG31548	26	537	27	572	281	51	91	92
CG31549	130	936	127	859	625	35	205	142
CG31550	626	2688	236	1868	1058	417	2292	870
CG31551	22	2	148	4	12	32	4	105
