GeneID	fed	fed	fed	fed	starved	starved	starved	starved
CG33687	2	1	8	0	0	2	0	3
CG33688	2	5	3	1	1	18	2	6
CG33689	3	4	3	1	2	2	1	1
CG33690	2	0	3	1	2	6	1	6
CG33695	27	54	27	50	22	48	14	26
CG33700	21	57	32	56	38	65	22	37
CG33702	3	0	2	0	3	8	0	4
CG33703	5	2	14	0	4	5	0	11
CG33704	2	0	4	0	0	5	0	1
CG33710	1	1	0	1	0	4	0	0
CG33713	48	60	37	54	40	43	48	48
CG33721	4	0	4	0	2	5	0	5
CG33723	4	1	2	0	0	8	1	5
CG33725	7	0	5	0	7	14	0	9
CG33757	3	0	3	0	3	5	0	13
CG33758	4	0	1	0	5	1	0	2
CG3376	41	59	37	69	58	50	30	60
CG33764	2	2	1	0	3	6	0	3
CG33766	4	1	4	2	6	11	1	4
CG33767	7	0	12	0	0	8	0	6
CG33768	2	0	4	0	2	5	1	9
CG33769	5	3	5	7	8	16	7	11
CG33770	3	0	2	0	3	6	1	9
CG33771	1	2	5	1	4	7	1	4
CG33772	4	0	6	1	4	7	1	8
CG33773	1	0	8	0	0	4	0	5
CG33774	26	53	22	48	13	29	18	19
CG33775	3	1	4	1	2	12	2	3
CG33777	3	0	3	0	2	6	0	3
CG33783	7	0	3	0	0	7	1	6
CG33784	4	0	8	0	5	7	0	6
CG33785	5	6	8	5	6	9	3	6
CG33792	4	7	4	4	0	3	3	1
CG33795	2	18	4	9	12	8	2	8
CG33796	4	1	5	0	7	10	1	14
CG33798	1	2	4	0	1	5	1	2
CG3386	13	13	13	12	10	20	6	18
CG33912	2	2	3	0	2	2	0	4
CG33914	14	1	16	5	9	36	2	24
CG33919	7	1	7	0	0	9	0	13
CG33920	4	0	5	0	0	34	0	5
CG33922	2	1	4	1	2	13	0	8
CG33923	1	1	4	2	0	8	1	7
CG33926	62	169	53	166	58	53	53	67
CG33927	3	0	6	0	0	13	0	6
CG33928	5	0	1	1	4	12	0	5
CG33932	15	23	20	27	8	27	7	28
CG33934	20	2	16	3	7	71	3	26
CG33939	10	5	12	6	8	21	2	13
CG3394	18	19	18	19	16	31	4	28
CG33941	7	10	14	16	18	68	3	34
CG33946	5	3	6	2	0	4	1	4
CG33947	13	19	13	16	17	22	6	11
CG33958	26	12	16	30	18	83	7	22
CG33965	3	0	5	0	4	9	1	15
CG33966	7	2	6	1	2	6	1	15
CG33969	11	4	13	11	13	18	4	12
CG3397	29	77	26	65	6	15	7	23
CG33970	55	12	68	10	54	123	12	61
CG33977	33	38	19	29	21	30	34	23
CG33978	29	32	39	17	36	77	18	33
CG33981	44	27	42	28	24	50	16	44
CG33985	8	0	6	0	5	7	1	7
CG33986	5	0	6	0	3	13	0	13
CG33993	24	2	26	6	31	74	10	42
CG33995	19	36	22	28	35	39	14	28
CG34001	40	25	26	17	16	51	9	26
CG34002	3	2	0	1	1	14	0	3
CG34005	2	3	1	5	8	7	1	14
CG34007	3	0	3	2	0	3	2	7
CG34008	2	3	6	1	3	10	2	6
CG34010	3	2	7	2	4	12	2	3
CG34011	6	0	7	1	4	14	1	8
CG34012	3	1	3	0	2	4	0	3
CG34015	20	26	15	12	15	51	6	10
CG3402	20	21	19	25	14	24	18	27
CG34021	3	1	5	0	1	1	1	2
CG34025	40	58	25	55	42	29	48	31
CG34026	6	2	6	4	0	4	1	10
CG34027	15	2	31	4	11	29	2	26
CG34028	1	2	6	4	1	4	1	3
CG34029	4	0	1	0	0	6	0	4
CG34031	26	117	22	124	33	53	23	39
CG34033	3	0	4	0	0	6	0	6
CG34034	1	0	4	0	1	12	1	4
CG34038	6	0	7	0	3	7	1	11
CG34039	15	20	9	9	6	17	5	18
CG34040	7	0	5	1	9	7	0	6
CG34041	20	30	19	7	5	22	10	27
CG34043	7	0	8	0	2	9	1	9
CG34045	4	3	3	3	3	3	4	9
CG34049	4	1	3	0	4	8	0	10
CG34051	4	0	9	2	1	11	0	16
CG34054	19	42	15	53	22	22	14	19
CG34056	42	7	20	10	3	22	4	28
CG34057	8	7	11	7	9	13	3	18
CG3407	12	2	17	3	10	18	4	17
CG3408	10	6	14	12	6	17	8	11
CG3409	40	62	36	51	58	69	28	49
CG34106	62	77	70	58	74	109	143	59
CG34107	3	8	5	4	1	6	0	7
CG34109	5	1	11	2	4	16	0	16
CG34112	3	4	3	4	7	8	3	12
CG34113	76	49	73	43	81	122	44	68
CG34114	103	128	90	118	116	124	123	81
CG34115	6	0	3	0	4	2	1	8
CG34117	14	19	9	20	14	8	15	17
CG34120	80	77	73	49	45	92	15	65
CG34124	23	0	18	3	11	57	5	35
CG34125	11	27	9	27	23	12	20	22
CG34126	44	49	57	55	49	87	49	50
CG34129	9	1	8	0	4	9	1	12
CG34130	6	0	7	0	1	13	0	6
CG34132	11	30	10	26	14	33	14	13
CG34133	28	20	16	20	20	44	15	28
CG34134	2	18	8	20	7	3	10	3
CG34136	16	27	14	21	22	14	16	49
CG34138	3	1	5	1	1	8	0	11
CG34148	5	6	5	1	4	4	5	3
CG34149	2	4	8	1	2	14	3	7
CG34150	8	17	8	9	14	9	8	12
CG34155	47	28	25	19	19	64	20	21
CG34159	36	52	46	36	32	34	25	38
CG34161	1	1	5	0	1	4	0	5
CG34162	0	0	0	0	0	1	0	1
CG34163	6	18	6	19	7	5	4	7
CG34165	5	2	6	0	6	3	10	7
CG34166	169	164	130	154	132	152	137	141
CG34167	7	0	6	0	4	11	1	11
CG34168	0	0	4	2	4	1	1	7
CG34169	0	1	1	0	3	3	1	4
CG34170	4	0	1	0	0	2	0	3
CG34172	28	6	19	4	12	66	3	25
CG34173	2	0	7	0	6	1	0	3
CG34174	3	1	6	4	2	3	2	12
CG34175	2	1	1	0	0	5	0	1
CG34176	5	0	3	4	5	3	0	4
CG34177	7	0	3	0	6	13	0	9
CG34180	5	2	0	4	5	2	3	4
CG34181	4	0	7	0	2	8	0	2
CG34183	6	7	6	4	13	5	1	6
CG34184	3	1	4	0	2	13	2	7
CG34185	5	2	12	0	0	6	0	3
CG34188	2	1	7	0	2	7	0	8
CG34189	3	0	1	0	0	8	0	5
CG34190	0	0	1	1	0	2	0	9
CG34193	6	4	5	2	5	15	2	12
CG34194	1	0	1	1	0	1	0	1
CG34195	11	7	7	4	10	17	3	9
CG34196	6	0	3	0	4	6	0	14
CG34198	2	1	3	1	5	3	0	5
CG34199	5	1	6	1	1	6	2	8
CG3420	13	37	12	26	14	19	14	24
CG34200	43	63	24	52	34	22	39	22
CG34201	6	4	4	0	3	5	0	11
CG34202	9	0	5	1	3	12	0	6
CG34203	12	5	4	6	2	9	1	7
CG34204	1	0	6	0	0	25	0	4
CG34205	4	0	2	0	3	13	1	12
CG34206	11	0	7	0	2	9	0	9
CG34207	2	0	3	2	1	1	2	3
CG34208	10	7	17	6	1	4	4	10
CG34210	0	0	0	0	4	7	0	11
CG34212	9	2	6	4	2	10	1	4
CG34213	4	6	9	3	7	1	1	15
CG34214	5	0	1	1	2	5	0	6
CG34215	5	15	4	23	7	6	3	4
CG34216	8	1	6	1	7	7	1	4
CG34217	4	1	10	0	2	17	0	3
CG34219	4	1	6	2	7	12	2	7
CG34221	13	2	9	2	2	16	1	10
CG34222	0	2	2	0	0	4	1	4
CG34223	2	1	4	1	1	1	1	9
CG34224	2	1	1	1	1	7	1	2
CG34225	4	0	2	2	1	3	0	4
CG34227	2	0	2	0	5	4	1	5
CG34228	21	43	23	26	16	17	20	10
CG34229	8	41	6	34	12	4	12	9
CG34230	0	2	3	1	3	4	0	2
CG34231	5	3	1	2	1	4	2	6
CG34232	15	4	5	10	5	18	2	10
CG34236	2	0	6	0	3	8	0	10
CG34238	8	0	4	0	7	13	1	5
CG34241	8	99	4	94	10	4	6	13
CG34242	15	16	12	17	10	20	12	21
CG34244	12	20	4	20	13	26	7	11
CG34245	0	2	0	0	3	3	0	4
CG34247	5	1	5	0	1	3	0	5
CG34248	4	2	1	0	3	4	0	3
CG34250	24	42	20	20	22	23	34	16
CG34251	25	22	25	11	28	42	15	45
CG34253	0	23	1	14	2	13	1	2
CG34254	0	0	14	1	1	5	0	2
CG34256	8	3	7	2	2	8	2	9
CG34258	7	0	4	2	0	6	0	3
CG34259	17	0	5	0	12	10	0	8
CG34260	2	1	4	1	3	6	0	11
CG34261	5	0	3	4	4	4	0	7
CG34264	2	0	3	0	3	5	1	4
CG34265	0	0	2	0	0	1	0	5
CG34266	0	0	2	0	2	3	0	6
CG34268	2	0	3	0	2	8	0	4
CG34269	9	0	1	0	1	5	0	8
CG34273	3	0	6	0	0	3	0	4
CG34274	5	1	6	0	1	6	1	10
CG34278	4	0	4	0	1	3	1	11
CG34279	20	1	5	0	2	5	1	6
CG34280	1	0	0	0	2	5	0	9
CG34281	6	1	2	0	1	4	2	3
CG34282	2	2	3	1	0	3	3	5
CG34283	1	1	1	2	5	12	3	10
CG34284	3	0	4	0	5	2	0	5
CG34286	1	1	3	0	1	10	1	4
CG34287	2	0	3	0	1	7	0	6
CG34288	2	0	4	0	0	5	0	6
CG34289	3	0	4	0	2	9	0	11
CG34290	8	3	5	3	6	5	2	7
CG34291	4	43	11	42	8	5	15	10
CG34292	5	0	9	1	0	12	0	7
CG34293	20	18	9	20	9	13	8	8
CG34295	46	67	22	72	33	21	26	20
CG34296	2	0	2	1	2	0	0	6
CG34297	4	0	5	0	0	5	0	5
CG34298	1	4	2	0	0	5	0	7
CG34299	4	0	3	1	2	4	1	3
CG3430	9	0	9	3	6	45	1	27
CG34300	9	0	3	0	2	3	0	15
CG34301	9	1	4	6	3	6	5	2
CG34302	6	1	4	1	1	0	0	1
CG34303	2	0	3	0	0	4	2	6
CG34305	12	8	20	8	37	9	33	9
CG34307	10	0	4	0	6	6	0	11
CG34309	1	1	0	0	1	3	1	3
CG34310	22	13	24	15	29	50	12	28
CG34315	28	26	24	21	25	36	6	32
CG34316	4	1	2	0	1	10	0	6
CG34317	22	30	17	33	14	22	10	12
CG34324	51	22	46	30	78	96	75	169
CG34325	10	4	18	6	18	30	9	25
CG34327	3	1	3	0	4	5	2	10
CG34330	4	1	6	5	0	15	1	6
CG34331	34	73	27	87	38	32	18	39
CG34332	3	1	2	0	1	6	0	4
CG34337	0	1	3	0	3	10	1	2
CG34338	2	0	3	0	0	20	1	4
CG3434	18	11	27	17	10	15	6	15
CG34342	22	3	18	10	20	92	3	24
CG34345	4	0	7	1	5	7	1	10
CG34347	78	63	115	63	71	124	58	89
CG34348	42	81	43	95	26	39	9	36
CG34351	51	20	45	37	58	120	30	40
CG34353	111	141	99	127	115	148	129	82
CG34354	100	91	88	99	104	132	88	81
CG34355	82	106	69	103	83	116	171	62
CG34357	68	46	70	49	86	116	52	71
CG3436	16	28	15	19	13	24	14	15
CG34367	14	3	10	3	21	32	4	15
CG3437	4	2	0	0	0	3	0	1
CG34370	86	93	89	70	77	116	65	73
CG34371	58	22	57	32	65	113	29	52
CG34375	16	8	20	16	21	54	5	31
CG34376	59	98	51	76	53	90	33	68
CG34377	24	110	27	120	25	71	6	42
CG34382	14	8	19	3	13	21	3	24
CG34383	80	48	85	56	94	137	53	77
CG34384	85	43	68	44	86	116	46	67
CG34386	46	67	54	76	47	101	31	51
CG34393	37	43	42	17	49	96	13	46
CG34394	91	90	72	91	71	97	62	69
CG34396	31	15	17	11	10	40	5	28
CG34398	52	6	41	8	47	129	18	43
CG34401	132	119	96	114	123	135	106	111
CG34402	56	55	47	62	29	63	11	34
CG34404	8	4	9	4	10	21	1	16
CG34408	66	71	49	78	50	72	62	62
CG34409	18	14	17	7	5	42	6	14
CG34417	87	93	90	106	98	119	72	76
CG34423	6	11	2	12	1	1	4	12
CG34424	9	66	5	67	25	8	19	13
CG34426	43	1	11	0	7	12	3	9
CG34427	1	3	4	1	5	5	4	12
CG34428	3	3	4	3	0	12	0	4
CG34429	3	11	6	2	10	16	3	13
CG34430	9	2	2	0	2	16	1	11
CG34431	6	5	6	6	5	18	2	8
CG34432	5	0	5	1	3	7	1	9
CG34433	4	0	8	1	3	21	1	11
CG34434	9	2	5	1	3	12	1	14
CG34435	13	0	4	1	1	14	0	4
CG34436	5	0	6	1	1	10	1	5
CG34437	6	4	4	10	3	11	6	6
CG34442	7	2	4	0	3	6	1	7
CG34443	7	0	7	0	1	5	2	6
CG34444	4	0	6	1	2	12	0	10
CG34445	4	8	0	0	10	5	2	4
CG34446	3	2	2	1	1	6	2	1
CG34447	6	0	7	0	5	22	1	14
CG34448	0	1	7	0	2	16	0	7
CG34449	61	72	51	79	61	89	63	74
CG34451	8	0	18	1	18	24	3	13
CG34452	10	4	8	4	7	10	1	7
CG34453	0	0	4	0	5	14	0	5
CG34454	9	1	3	10	1	5	3	2
CG34456	9	2	7	5	5	5	0	10
CG34457	4	1	5	0	2	18	1	20
CG34458	2	0	5	0	1	9	0	6
CG34459	8	5	4	6	5	18	4	20
CG34460	4	2	4	7	4	21	1	19
CG34461	9	4	15	5	9	15	1	12
CG34462	6	0	8	0	1	11	0	7
CG3448	10	3	6	2	0	7	0	3
CG3457	5	0	6	2	3	14	0	14
CG3473	4	2	7	1	4	5	0	10
CG3483	7	0	7	0	2	16	1	9
CG3491	24	5	22	3	9	54	7	30
CG3499	25	39	23	29	22	27	16	29
CG3500	6	6	9	12	10	6	3	15
CG3502	17	7	16	3	5	57	1	18
CG3505	15	43	16	38	11	23	8	18
CG3511	29	10	12	9	19	24	11	18
CG3513	7	55	5	55	10	9	5	5
CG3515	7	2	7	0	6	25	0	13
CG3517	4	1	8	0	3	13	2	9
CG3520	15	17	17	7	15	46	11	35
CG3527	7	9	11	4	7	6	9	12
CG3528	0	0	3	0	0	1	0	2
CG3529	21	22	25	9	16	27	7	22
CG3530	50	86	42	56	52	79	42	60
CG3534	18	60	24	34	19	27	17	27
CG3542	14	6	29	8	9	23	10	22
CG3544	7	0	11	3	4	17	1	18
CG3546	11	4	13	10	15	21	3	22
CG3548	19	7	16	13	19	38	9	20
CG3552	18	17	18	11	4	15	7	18
CG3556	102	99	84	116	96	99	109	71
CG3557	7	1	6	0	4	13	0	9
CG3558	41	36	28	44	26	45	23	36
CG3565	3	0	3	1	11	2	2	8
CG3566	35	93	35	71	32	49	29	34
CG3568	22	13	19	10	26	19	3	20
CG3570	11	3	16	3	11	11	3	12
CG3587	11	9	3	11	9	19	2	19
CG3589	14	11	10	8	18	19	4	19
CG3594	6	6	3	2	4	1	3	10
CG3597	70	128	68	121	59	66	53	71
CG3604	3	3	2	1	1	11	5	8
CG3605	22	24	22	21	13	23	8	26
CG3609	39	87	31	76	40	23	31	39
CG3610	8	2	5	1	4	15	2	9
CG3611	8	0	7	2	7	9	0	10
CG3618	28	37	24	23	15	43	26	33
CG3625	97	105	88	122	60	65	62	63
CG3626	23	21	29	23	21	51	7	29
CG3630	25	10	27	7	28	58	17	26
CG3631	18	13	10	6	8	37	6	22
CG3632	37	34	32	29	27	45	24	39
CG3634	14	13	20	13	24	33	8	20
CG3635	38	27	47	41	13	55	5	27
CG3638	89	86	74	101	67	111	56	86
CG3640	11	0	7	1	3	5	0	9
CG3645	47	25	50	30	62	70	25	50
CG3649	7	1	11	2	5	13	2	15
CG3650	5	0	2	0	4	6	3	14
CG3651	30	11	24	9	12	19	2	25
CG3652	22	31	17	17	19	15	10	15
CG3655	66	69	78	78	79	99	68	57
CG3662	137	146	139	162	136	133	146	125
CG3663	8	28	9	17	7	9	5	13
CG3669	13	1	3	0	4	17	2	17
CG3679	21	7	9	7	0	35	3	19
CG3687	1	0	1	0	1	7	0	13
CG3689	30	31	37	36	16	23	17	26
CG3690	13	8	14	3	10	32	3	18
CG3698	9	1	12	0	2	15	1	13
CG3699	31	120	26	96	47	25	40	30
CG3700	27	31	15	31	13	13	8	20
CG3702	28	21	21	39	31	71	19	43
CG3703	31	10	19	6	10	28	9	23
CG3704	13	9	4	3	10	14	2	14
CG3706	8	1	3	1	0	18	1	14
CG3708	8	0	4	0	3	9	1	16
CG3709	7	6	5	0	2	13	2	10
CG3714	44	52	31	51	39	73	29	44
CG3719	30	36	23	30	24	16	17	35
CG3726	83	84	132	79	68	87	55	71
CG3732	27	28	26	25	12	28	12	19
CG3734	8	1	8	0	4	13	0	7
CG3735	9	8	11	2	14	17	4	20
CG3739	4	3	4	3	2	7	1	8
CG3740	3	6	0	6	2	9	1	2
CG3744	28	27	28	34	27	57	22	28
CG3746	4	2	7	2	9	7	8	10
CG3748	10	1	8	0	2	15	1	14
CG3756	6	7	5	6	5	5	2	16
CG3760	17	27	10	34	14	19	9	18
CG3764	34	36	39	25	38	66	26	47
CG3769	9	0	17	0	4	9	2	12
CG3770	2	0	6	1	4	13	6	9
CG3773	15	5	14	2	2	11	3	19
CG3775	51	133	45	134	57	42	31	65
CG3776	20	25	9	23	13	25	7	18
CG3777	72	64	65	57	71	106	33	63
CG3781	6	18	5	18	15	7	7	20
CG3788	13	0	13	0	5	37	1	15
CG3792	30	34	25	48	15	22	14	27
CG3793	23	23	22	34	25	34	20	27
CG3795	10	5	8	3	5	12	5	12
CG3797	22	19	21	24	20	37	10	27
CG3800	117	142	111	151	109	104	84	112
CG3803	15	8	9	3	7	21	6	17
CG3808	14	5	17	0	6	23	3	13
CG3809	6	0	10	0	8	22	0	14
CG3812	12	32	22	36	24	47	14	34
CG3815	13	19	17	9	18	19	6	25
CG3817	9	13	6	4	5	4	1	9
CG3819	8	5	6	4	15	13	2	23
CG3822	31	31	29	18	14	57	26	30
CG3823	11	8	9	3	9	22	5	19
CG3829	77	80	52	78	43	64	24	69
CG3831	17	12	10	6	4	22	1	19
CG3838	28	22	30	13	21	23	14	28
CG3841	12	0	14	2	4	20	2	16
CG3842	25	17	18	26	26	45	11	23
CG3847	16	8	17	5	9	13	3	15
CG3857	16	14	15	8	12	23	13	16
CG3860	35	58	30	50	35	38	24	39
CG3862	7	4	11	3	8	15	6	8
CG3868	13	0	13	1	4	16	2	14
CG3876	17	15	9	15	14	17	9	22
CG3880	12	2	6	6	8	12	0	14
CG3887	59	44	45	66	32	45	21	35
CG3894	15	34	17	21	30	24	18	30
CG3902	26	145	24	96	52	73	38	32
CG3906	10	5	11	4	25	25	16	97
CG3907	56	50	50	58	31	40	27	51
CG3909	18	9	10	5	8	8	6	10
CG3916	3	0	5	0	0	6	0	13
CG3918	18	24	19	14	13	11	10	13
CG3919	9	8	2	4	5	16	8	13
CG3925	29	27	14	22	21	26	17	30
CG3927	4	8	10	6	6	11	0	10
CG3939	19	25	17	24	4	19	14	12
CG3940	34	51	25	52	29	79	9	34
CG3942	13	0	22	3	4	49	1	24
CG3955	27	28	21	28	23	31	17	24
CG3961	58	109	53	121	49	59	40	50
CG3964	18	8	16	7	4	32	6	25
CG3967	57	65	53	61	38	62	26	34
CG3987	20	5	10	5	2	16	2	15
CG3995	5	4	4	1	6	13	7	10
CG3999	19	33	19	26	33	34	18	35
CG4000	43	21	27	22	10	8	13	16
CG40006	87	92	90	79	101	121	88	91
CG4004	21	22	17	21	23	79	9	20
CG40045	97	118	84	98	74	88	93	81
CG4009	11	3	9	2	4	18	1	19
CG40160	30	46	23	47	45	63	20	42
CG4017	7	1	11	0	2	26	1	16
CG40178	150	184	135	186	141	139	148	125
CG40191	39	62	29	41	25	39	29	23
CG40198	16	7	30	7	21	15	16	23
CG4020	10	2	14	3	6	15	2	19
CG4021	10	3	4	0	6	10	0	16
CG4022	40	49	50	30	23	61	18	29
CG40228	57	80	62	84	46	49	56	46
CG4025	9	19	10	18	10	15	12	26
CG40298	8	1	2	0	8	7	1	3
CG4036	7	5	6	1	10	19	5	20
CG4038	42	31	29	30	29	34	17	39
CG4041	18	21	32	11	15	32	9	37
CG4042	12	16	5	20	7	17	13	16
CG40439	27	44	26	32	26	48	19	16
CG4045	7	12	5	6	8	11	6	14
CG40470	109	121	80	121	111	132	104	82
CG40472	40	97	17	73	57	25	61	28
CG40485	10	56	11	46	25	18	17	21
CG40486	11	27	5	18	28	20	11	14
CG4049	35	14	19	17	31	58	10	31
CG40498	138	119	103	85	106	132	90	58
CG4050	40	30	36	22	27	47	17	43
CG4053	6	0	4	0	2	7	2	9
CG40635	0	0	0	0	0	0	0	0
CG4065	26	4	15	4	5	26	4	26
CG4066	11	0	5	1	1	8	0	10
CG4069	10	8	9	8	12	14	2	23
CG4073	15	1	7	0	3	13	1	9
CG4074	9	13	6	11	7	19	9	17
CG4078	31	7	33	6	14	33	5	34
CG4080	65	89	80	80	47	90	47	49
CG40813	5	8	3	1	2	6	4	4
CG4089	27	21	16	26	23	39	17	27
CG4095	6	13	8	15	8	45	4	7
CG4096	30	34	27	17	18	53	13	44
CG4098	3	1	2	2	5	1	1	6
CG4101	9	21	12	21	19	7	12	8
CG41099	73	97	66	97	78	89	63	73
CG41106	12	89	13	34	24	23	22	9
CG41128	137	129	118	116	96	121	92	110
CG4115	11	18	15	11	8	23	4	25
CG4116	11	26	9	17	8	12	18	17
CG4119	32	29	22	29	26	25	6	37
CG41242	8	1	1	0	0	3	0	3
CG41284	30	9	15	13	23	35	7	27
CG4133	27	28	23	18	19	27	13	29
CG41378	105	112	76	98	102	122	129	89
CG41434	11	2	5	4	3	17	1	10
CG4151	5	1	7	2	3	11	0	10
CG41520	99	105	88	96	107	132	121	62
CG41561	3	0	4	0	0	6	0	3
CG41562	0	0	2	1	1	2	0	0
CG4159	16	7	8	6	8	14	5	16
CG4161	5	0	9	1	4	18	1	16
CG4168	60	28	59	39	57	139	25	53
CG4186	3	7	1	4	2	23	9	6
CG4194	7	2	3	2	5	6	3	13
CG4198	7	4	10	1	7	12	4	16
CG4199	25	22	27	26	57	34	22	24
CG4210	9	6	6	8	8	7	5	9
CG4213	25	2	13	2	10	44	5	28
CG4218	7	0	10	0	3	19	0	8
CG42231	54	28	36	30	42	76	25	43
CG42232	64	43	42	30	50	81	37	58
CG42233	12	7	17	6	18	37	3	20
CG42235	46	28	47	30	36	99	6	41
CG42237	15	21	17	20	19	42	4	22
CG42238	88	97	89	93	92	126	70	86
CG42239	6	19	6	16	9	4	2	5
CG42240	48	76	45	69	47	44	28	42
CG42245	67	61	59	54	48	89	36	77
CG42246	3	2	8	5	5	12	3	9
CG42249	27	4	12	2	13	30	4	27
CG42255	29	9	38	9	28	69	4	39
CG42258	134	124	127	127	115	124	117	120
CG42259	17	12	4	4	6	9	10	8
CG42260	100	69	75	71	81	106	61	67
CG42263	2	0	4	0	6	5	1	3
CG42264	11	1	12	1	1	19	0	13
CG42265	61	52	52	63	65	101	48	70
CG42266	10	0	12	3	6	14	1	12
CG42268	96	107	69	85	110	120	91	68
CG42269	25	1	11	2	8	33	2	27
CG42271	32	37	23	29	21	54	16	40
CG42272	12	7	23	6	7	22	10	23
CG42284	20	13	21	23	20	52	12	33
CG42287	2	0	1	0	0	7	0	3
CG42288	1	0	3	1	2	26	0	6
CG4229	4	0	7	0	3	7	1	8
CG42296	17	0	14	2	16	20	4	31
CG42299	3	0	7	1	0	4	0	4
CG4230	24	40	21	28	31	86	22	20
CG42300	8	0	4	0	2	2	0	5
CG42304	8	19	15	7	13	33	10	27
CG42306	33	40	25	25	20	27	20	33
CG42307	34	21	31	35	13	36	15	36
CG42313	93	88	80	67	99	127	61	59
CG42319	19	55	20	19	32	24	16	29
CG42321	66	50	58	52	56	101	32	60
CG42322	129	178	127	177	156	122	180	152
CG42323	13	6	14	8	4	50	0	19
CG42324	90	110	73	88	93	128	115	76
CG42326	27	2	29	1	24	62	1	23
CG42327	52	34	48	37	44	67	25	43
CG42329	25	74	38	98	51	52	30	54
CG42331	16	12	21	6	35	61	12	30
CG42335	13	28	26	24	23	36	19	27
CG42336	24	105	19	69	19	40	18	17
CG42337	54	49	51	30	43	76	52	50
CG42339	82	79	72	87	79	128	69	78
CG42340	124	110	98	113	117	137	117	88
CG42342	138	123	85	95	111	140	147	60
CG42346	69	72	61	70	76	116	52	69
CG42353	76	107	70	109	82	99	73	64
CG42355	2	0	6	0	1	13	0	5
CG42356	6	0	5	1	3	5	0	6
CG42357	3	1	5	0	1	16	1	11
CG42360	54	60	43	55	52	43	41	50
CG42362	4	9	10	9	11	22	4	13
CG42365	4	10	11	6	6	11	4	9
CG42366	34	10	24	16	15	46	5	33
CG42367	2	1	2	0	3	6	0	6
CG42374	12	11	13	7	14	29	6	13
CG42375	19	21	11	24	15	28	6	14
CG42376	22	42	17	31	11	30	18	25
CG42379	37	50	22	44	23	30	24	42
CG4238	50	27	46	38	48	84	31	43
CG42382	0	0	0	0	0	1	0	0
CG42389	119	112	85	99	116	128	86	82
CG4239	27	25	34	21	19	29	15	34
CG42390	41	152	39	147	34	69	24	68
CG42393	2	3	5	1	4	23	0	5
CG42394	33	29	21	20	16	22	18	27
CG42397	2	2	4	1	0	2	2	7
CG42399	24	10	15	3	12	42	7	28
CG42402	74	90	75	74	70	101	60	76
CG42404	37	38	29	30	40	63	27	49
CG42445	12	16	14	13	3	26	7	13
CG42446	1	2	6	4	2	9	1	1
CG42449	5	0	3	2	0	1	1	6
CG42450	103	105	74	105	100	114	93	106
CG42455	14	35	13	24	21	16	16	19
CG42458	46	47	42	64	57	84	21	50
CG42460	3	0	2	0	1	3	0	6
CG42464	1	0	0	2	1	1	0	1
CG42465	0	0	1	0	1	11	0	8
CG42467	6	1	1	0	0	4	0	1
CG42470	2	0	0	0	3	10	0	5
CG42471	1	0	1	0	2	2	0	5
CG42481	1	0	1	0	0	4	0	10
CG42487	14	11	14	12	7	27	2	13
CG42489	11	10	8	3	2	1	2	10
CG42492	120	120	88	126	135	129	110	93
CG42494	12	21	8	18	10	11	8	16
CG42495	9	9	7	8	9	14	10	8
CG42496	11	19	10	17	3	18	2	22
CG42497	58	85	61	71	45	62	43	63
CG4250	34	58	25	43	6	24	7	28
CG42500	1	3	6	0	1	9	2	6
CG42503	12	22	16	18	8	16	5	18
CG42511	18	16	21	11	12	31	5	30
CG42516	15	22	16	16	16	50	7	23
CG42518	34	33	36	36	31	45	19	29
CG42521	4	0	2	1	2	2	0	2
CG42523	3	0	2	0	2	12	2	10
CG42524	36	25	53	26	51	110	23	52
CG42525	8	3	6	0	4	53	0	9
CG42526	4	7	15	8	4	11	6	11
CG42529	17	1	10	2	3	34	3	18
CG42534	29	17	36	20	34	111	16	60
CG42535	2	0	0	0	1	8	1	4
CG42536	2	0	3	1	2	6	0	7
CG42537	2	1	0	1	0	0	1	0
CG42538	0	1	2	0	0	4	0	2
CG42540	103	119	94	119	133	128	154	111
CG42541	133	105	122	135	155	130	137	101
CG42542	44	51	39	52	32	48	33	64
CG42544	4	0	1	0	0	4	0	2
CG42553	10	9	3	7	2	24	1	13
CG42554	10	10	13	6	13	15	7	18
CG42557	19	26	20	25	10	20	11	19
CG42559	4	11	3	7	3	12	1	9
CG42564	8	3	8	2	1	18	1	11
CG42566	7	4	10	1	8	9	0	10
CG42568	14	24	18	20	15	21	14	33
CG42570	9	1	9	1	6	19	1	10
CG42571	15	0	9	0	4	18	0	15
CG42577	2	0	0	0	0	1	1	1
CG42578	1	0	1	0	0	2	0	4
CG42579	4	0	0	0	0	1	0	5
CG42580	3	0	0	0	0	1	0	1
CG42581	1	0	0	0	4	38	0	2
CG42583	3	1	4	0	0	3	1	4
CG42587	3	1	0	4	0	4	0	8
CG42588	40	13	30	6	35	61	11	35
CG4259	20	12	15	9	10	16	13	19
CG42590	10	0	3	0	5	11	0	3
CG42591	2	0	1	1	1	8	0	1
CG42592	0	0	0	0	1	3	0	3
CG42594	127	117	102	126	118	144	107	93
CG42597	11	1	5	2	7	5	0	8
CG42598	32	24	21	20	22	31	19	33
CG42613	166	197	133	183	125	144	160	124
CG42633	21	48	16	50	31	19	27	16
CG42634	4	0	6	2	2	14	0	8
CG42637	70	55	60	55	62	113	60	60
CG42638	28	27	23	25	22	30	14	37
