GeneID	fed	fed	fed	fed	starved	starved	starved	starved
CR44745	7	0	7	0	0	3	1	12
CR44747	0	0	0	0	0	1	0	7
CR44748	2	0	2	1	3	11	3	5
CR44749	2	3	2	4	4	2	1	8
CR44750	1	0	4	0	3	2	1	6
CR44751	0	0	0	1	1	3	0	6
CR44752	5	0	3	1	2	12	0	3
CR44754	22	4	25	8	10	45	2	21
CR44755	4	0	3	0	2	40	0	8
CR44756	9	1	7	1	6	12	2	19
CR44758	15	4	19	2	7	41	0	22
CR44759	3	1	4	2	71	12	0	23
CR44760	2	3	0	0	0	3	0	2
CR44761	0	0	2	0	4	5	0	4
CR44762	0	0	3	0	0	1	0	1
CR44763	8	0	3	0	1	12	1	13
CR44764	6	0	5	2	5	13	2	18
CR44765	0	0	0	0	1	4	0	1
CR44767	6	0	2	0	2	3	0	4
CR44768	8	0	5	1	0	12	2	9
CR44769	3	0	0	0	0	3	0	1
CR44770	0	0	1	0	0	4	0	0
CR44771	2	0	4	1	3	9	0	7
CR44772	1	0	1	1	1	2	0	3
CR44773	0	1	1	1	1	10	0	3
CR44775	6	2	9	6	8	9	2	11
CR44776	0	0	1	0	2	1	0	9
CR44777	7	13	5	5	3	8	2	13
CR44778	2	0	4	0	1	6	1	7
CR44779	91	172	83	165	84	106	57	96
CR44780	0	0	1	0	0	2	0	3
CR44781	6	0	3	0	7	10	0	12
CR44782	2	1	3	0	1	7	1	6
CR44783	3	0	7	0	4	7	0	11
CR44784	11	0	2	1	1	7	1	11
CR44785	0	5	3	5	1	3	1	6
CR44786	10	0	11	1	2	26	0	12
CR44787	2	0	0	0	0	13	0	3
CR44788	4	0	4	0	1	8	1	6
CR44789	2	0	3	0	1	2	0	7
CR44790	2	3	4	1	7	13	2	7
CR44791	1	0	0	0	0	4	0	0
CR44792	0	0	3	0	0	9	0	4
CR44793	0	2	0	1	1	37	1	2
CR44794	2	0	1	0	2	8	0	8
CR44795	2	0	1	0	0	8	0	6
CR44796	2	0	2	0	2	3	0	6
CR44797	0	0	4	0	2	2	0	8
CR44798	1	0	0	0	0	4	0	3
CR44799	5	0	5	0	0	8	0	2
CR44800	0	0	0	0	0	14	2	2
CR44801	8	1	13	1	10	29	0	27
CR44802	4	0	5	0	1	24	0	3
CR44803	5	1	3	0	3	5	0	9
CR44804	2	0	2	0	1	5	0	1
CR44805	0	0	0	0	0	3	0	2
CR44806	0	0	1	0	0	9	1	5
CR44807	2	0	2	0	1	3	0	6
CR44808	3	0	2	0	0	4	0	4
CR44809	6	4	2	2	1	0	1	7
CR44810	12	1	10	0	3	18	0	23
CR44811	7	0	7	1	5	12	0	5
CR44813	6	0	8	0	0	6	0	6
CR44814	1	0	1	0	1	1	0	1
CR44816	1	1	1	0	2	0	1	1
CR44818	0	0	0	0	0	2	0	0
CR44819	1	0	1	1	1	1	1	1
CR44821	2	0	1	0	1	0	0	1
CR44823	0	0	4	0	1	2	1	2
CR44824	1	0	0	0	0	1	0	3
CR44825	5	0	1	0	1	11	0	2
CR44826	2	0	2	0	0	2	0	2
CR44827	15	0	2	1	1	4	0	8
CR44828	5	0	2	1	1	5	2	2
CR44829	4	0	6	0	3	20	0	1
CR44830	5	1	6	0	3	15	1	13
CR44832	41	148	25	137	17	21	12	20
CR44833	109	130	87	119	119	120	115	90
CR44834	0	2	3	1	0	3	0	3
CR44841	3	10	9	11	3	16	4	6
CR44845	3	0	2	1	3	3	0	3
CR44847	0	0	0	0	1	2	0	0
CR44848	6	0	3	1	5	7	0	6
CR44849	2	0	0	0	0	1	0	1
CR44850	0	0	2	0	0	4	0	0
CR44851	1	6	8	4	2	7	0	12
CR44852	2	0	5	0	2	10	1	7
CR44853	0	0	3	0	3	3	0	11
CR44854	2	0	4	1	2	8	0	11
CR44855	2	2	6	1	2	3	0	7
CR44856	7	11	8	5	5	5	9	8
CR44857	0	4	2	3	3	9	0	7
CR44858	3	6	3	0	4	11	0	5
CR44859	7	0	3	0	3	6	1	4
CR44860	0	0	4	0	2	6	0	9
CR44861	4	0	4	2	5	6	0	6
CR44862	3	0	6	0	5	6	1	11
CR44863	1	0	2	0	0	5	0	3
CR44864	1	0	7	0	2	20	4	8
CR44866	0	0	0	0	0	0	2	2
CR44867	1	0	1	0	2	1	0	5
CR44868	2	3	2	8	5	17	2	8
CR44870	1	1	8	0	6	15	0	6
CR44871	4	0	5	1	2	4	0	8
CR44873	4	3	2	2	2	2	2	11
CR44874	6	2	4	3	2	21	1	14
CR44875	0	1	1	0	0	2	1	1
CR44885	15	20	10	31	20	23	19	17
CR44886	10	7	14	11	13	60	8	18
CR44888	0	2	4	2	8	6	1	2
CR44889	8	5	9	14	5	9	3	9
CR44892	5	3	7	4	7	7	6	17
CR44893	4	8	2	24	1	15	4	7
CR44894	136	74	116	67	126	123	174	123
CR44895	4	7	12	6	6	14	2	5
CR44896	1	0	0	0	0	0	0	1
CR44897	0	0	0	0	0	2	0	7
CR44898	10	1	8	12	11	17	0	5
CR44899	4	1	2	0	1	8	0	2
CR44902	0	1	2	1	4	9	0	4
CR44903	2	0	4	0	5	7	0	10
CR44904	0	0	2	0	1	2	0	0
CR44905	8	0	6	0	1	23	0	15
CR44907	1	41	0	33	5	3	5	3
CR44909	70	21	38	24	59	112	25	49
CR44911	4	2	4	1	0	28	0	2
CR44912	2	0	4	1	2	3	2	11
CR44913	0	0	2	0	0	3	0	3
CR44914	6	3	3	2	5	7	5	7
CR44915	6	0	3	0	4	2	1	4
CR44916	1	0	1	0	0	6	0	1
CR44917	22	3	29	3	17	76	12	42
CR44918	6	0	6	0	6	15	1	4
CR44919	3	0	3	0	1	3	1	0
CR44920	2	0	8	0	1	2	0	1
CR44921	2	0	2	0	4	4	1	2
CR44922	47	46	44	61	48	65	54	49
CR44923	3	0	3	1	2	6	1	4
CR44924	2	0	5	0	5	28	1	11
CR44925	3	0	1	0	2	21	1	3
CR44926	4	0	2	0	1	15	2	1
CR44927	2	0	2	0	4	24	0	6
CR44928	3	0	5	0	9	9	1	12
CR44929	10	0	8	0	6	27	2	26
CR44930	12	0	3	0	3	25	0	7
CR44931	18	5	26	2	15	29	4	19
CR44932	4	1	7	1	1	13	0	4
CR44933	18	15	11	13	3	20	10	11
CR44934	5	0	5	0	4	13	0	1
CR44935	2	0	1	0	1	2	0	3
CR44936	3	0	3	0	1	12	0	16
CR44937	7	0	8	0	3	14	2	10
CR44938	7	2	11	2	4	20	1	10
CR44939	2	1	5	0	7	38	1	3
CR44940	1	0	4	3	3	17	0	12
CR44941	34	0	11	3	6	14	0	18
CR44942	2	0	2	0	0	2	0	7
CR44943	10	0	7	1	7	7	4	13
CR44944	4	2	13	2	5	4	2	7
CR44945	3	0	2	0	0	6	1	9
CR44946	7	2	10	11	4	21	0	14
CR44947	10	0	4	1	1	9	0	9
CR44948	2	0	0	2	1	1	0	3
CR44949	2	0	7	1	4	58	1	6
CR44950	2	0	3	1	1	5	1	7
CR44951	4	1	8	0	4	9	3	13
CR44952	11	30	14	36	17	26	12	12
CR44953	8	2	7	2	2	27	1	22
CR44955	10	5	12	3	5	36	5	16
CR44957	16	19	19	8	14	38	10	25
CR44958	2	0	2	0	0	2	0	1
CR44960	1	2	10	0	0	5	0	6
CR44961	0	1	2	0	1	7	0	3
CR44962	0	0	1	1	0	0	0	1
CR44963	1	0	0	0	0	2	0	3
CR44964	4	8	12	5	1	87	2	9
CR44965	8	1	3	0	1	11	1	11
CR44966	3	0	3	1	1	5	0	5
CR44967	3	0	1	0	1	2	0	4
CR44968	0	0	0	0	0	0	2	1
CR44970	0	1	4	0	3	8	1	3
CR44971	5	0	2	0	0	4	1	6
CR44972	0	0	0	1	0	0	0	0
CR44974	4	1	4	1	2	5	1	6
CR44975	0	2	1	0	0	5	0	2
CR44976	1	0	0	0	0	2	0	0
CR44977	2	0	6	1	5	34	0	15
CR44978	17	8	9	2	6	9	9	8
CR44979	2	0	2	0	0	2	1	0
CR44980	22	5	31	9	26	99	6	35
CR44981	2	0	2	1	2	14	1	3
CR44983	3	0	0	0	0	7	1	4
CR44984	4	1	2	1	1	12	0	5
CR44985	1	0	1	0	0	0	0	3
CR44987	12	1	8	3	10	34	4	7
CR44988	0	0	2	0	1	1	0	6
CR44989	0	0	0	0	0	1	1	0
CR44990	0	0	1	0	2	1	0	0
CR44991	0	1	3	0	3	8	0	2
CR44992	2	5	5	2	18	14	3	16
CR44993	3	2	8	1	7	8	0	3
CR44994	2	3	7	3	2	29	0	4
CR44996	0	0	1	1	1	1	0	2
CR44997	123	131	124	122	115	145	147	88
CR44998	2	0	1	3	2	6	0	2
CR44999	149	144	135	142	136	135	175	111
CR45000	0	1	1	2	0	0	1	0
CR45001	1	0	0	0	0	0	0	0
CR45003	2	0	3	0	5	2	1	6
CR45004	11	4	14	1	7	24	1	17
CR45005	0	0	0	0	2	11	0	5
CR45006	3	0	2	0	0	0	0	2
CR45007	2	0	4	1	1	4	2	2
CR45008	1	1	0	0	0	0	0	0
CR45009	4	9	5	7	6	12	2	3
CR45013	4	0	1	1	1	7	1	2
CR45015	0	0	0	0	0	0	0	1
CR45016	2	0	0	0	0	6	0	6
CR45021	0	0	5	0	2	5	0	1
CR45023	10	6	4	8	7	30	7	10
CR45024	2	1	1	0	2	3	1	8
CR45025	1	0	0	0	1	6	0	9
CR45026	4	0	0	0	0	5	1	4
CR45028	0	0	3	0	2	1	0	2
CR45029	4	2	5	2	2	5	3	5
CR45031	4	0	3	1	1	9	0	2
CR45032	3	5	4	2	7	13	0	3
CR45034	0	1	0	1	1	5	1	6
CR45035	18	37	13	31	17	8	14	17
CR45036	9	0	3	0	2	4	0	9
CR45037	7	0	5	2	0	7	0	7
CR45038	1	1	2	2	0	2	3	1
CR45039	0	0	2	1	1	6	1	4
CR45041	0	0	1	0	2	3	0	1
CR45043	2	3	0	2	1	10	1	6
CR45044	2	0	0	0	1	1	0	1
CR45046	117	130	91	126	87	92	62	133
CR45048	5	1	12	6	6	9	0	9
CR45052	2	0	7	0	3	8	0	5
CR45053	1	1	0	0	0	0	0	1
CR45054	19	16	25	24	18	45	17	28
CR45055	1	0	0	0	1	3	0	2
CR45056	0	1	2	0	4	3	1	4
CR45059	4	1	2	0	3	6	1	8
CR45082	48	45	55	56	51	118	38	48
CR45096	1	0	5	0	0	3	0	3
CR45097	0	0	1	0	1	3	0	8
CR45098	3	0	3	1	7	6	0	4
CR45102	31	61	35	44	50	32	36	35
CR45103	7	0	5	2	3	3	0	4
CR45104	5	0	5	1	0	8	1	6
CR45108	6	1	5	0	3	4	0	10
CR45111	3	0	4	1	1	2	0	6
CR45112	0	0	1	1	1	3	0	1
CR45113	5	1	4	1	2	3	0	3
CR45114	2	1	9	1	0	13	5	7
CR45115	14	1	4	1	5	7	2	4
CR45117	1	0	1	0	1	4	0	7
CR45118	0	0	0	0	0	35	0	2
CR45119	1	0	2	0	6	6	0	7
CR45120	7	0	4	0	1	29	1	4
CR45121	3	0	2	1	0	0	0	1
CR45123	9	1	3	0	0	8	0	1
CR45124	2	3	1	1	2	1	1	1
CR45125	9	6	11	6	3	4	4	3
CR45126	6	14	10	13	11	10	5	8
CR45127	6	44	2	4	1	11	1	9
CR45128	6	0	5	1	6	0	0	8
CR45129	2	0	0	3	3	8	1	10
CR45130	1	0	1	0	0	1	0	0
CR45131	10	10	15	2	5	36	2	11
CR45132	5	9	5	10	5	6	7	6
CR45133	1	0	2	0	2	2	0	2
CR45134	3	4	3	2	0	6	2	11
CR45135	4	4	4	1	7	1	2	3
CR45136	0	0	1	0	2	7	0	2
CR45137	29	24	17	16	19	39	9	28
CR45138	4	4	7	1	1	7	1	3
CR45139	7	19	9	17	15	40	8	7
CR45140	5	4	3	2	5	12	3	5
CR45141	1	2	0	0	0	0	0	9
CR45142	1	0	1	0	0	2	0	2
CR45143	0	0	3	0	0	1	0	3
CR45144	11	8	11	18	43	5	36	7
CR45145	3	1	3	1	1	3	4	0
CR45146	1	0	1	0	2	6	0	1
CR45147	4	9	9	11	2	28	2	10
CR45148	1	0	2	0	1	18	0	4
CR45149	1	0	1	0	1	3	0	2
CR45150	0	1	3	0	1	2	0	7
CR45151	0	0	0	0	0	0	0	0
CR45152	0	0	1	0	0	0	0	0
CR45153	2	1	4	0	2	4	0	9
CR45155	0	0	5	0	3	10	0	6
CR45156	13	2	14	1	5	12	6	10
CR45157	1	0	3	0	2	2	0	7
CR45158	0	0	4	0	3	11	0	5
CR45159	5	2	4	1	3	4	0	9
CR45160	0	0	1	0	0	1	0	0
CR45161	0	3	2	3	4	2	0	3
CR45164	1	1	1	1	3	2	1	2
CR45165	1	0	1	0	0	2	1	2
CR45166	8	0	11	0	4	24	1	13
CR45167	2	10	7	4	9	12	9	8
CR45168	0	0	1	0	0	0	0	1
CR45169	3	0	1	0	2	2	0	2
CR45170	8	5	9	7	13	12	3	12
CR45171	5	1	6	1	3	2	0	6
CR45172	2	0	2	0	1	9	0	11
CR45173	8	0	1	4	1	1	0	3
CR45174	4	0	3	0	5	4	0	15
CR45175	0	2	0	0	2	1	3	0
CR45176	1	0	0	0	1	0	0	1
CR45177	0	1	4	1	1	0	0	4
CR45178	2	1	1	0	0	1	0	0
CR45179	2	2	5	0	7	8	0	3
CR45180	6	2	3	2	8	11	1	12
CR45181	1	1	2	0	2	4	1	1
CR45182	4	1	1	2	1	3	2	1
CR45183	7	1	2	0	0	5	0	2
CR45185	18	44	17	26	32	31	28	16
CR45187	2	2	5	1	1	9	0	4
CR45188	10	4	5	0	6	9	0	5
CR45189	10	0	9	0	3	5	0	9
CR45190	1	13	4	12	2	5	0	5
CR45191	3	1	3	2	2	12	0	8
CR45192	1	0	4	0	4	8	0	4
CR45193	8	1	5	1	4	10	1	6
CR45195	0	0	0	0	1	0	0	5
CR45196	28	63	19	39	35	31	61	18
CR45198	2	1	0	0	1	2	0	1
CR45199	2	2	3	2	2	6	0	7
CR45200	3	0	4	3	1	10	1	9
CR45201	0	0	0	0	0	0	1	1
CR45205	6	5	5	4	6	13	6	12
CR45206	2	0	7	0	3	4	0	6
CR45207	2	0	4	1	0	6	0	2
CR45208	0	1	1	0	2	3	1	5
CR45209	0	0	2	2	0	9	1	7
CR45210	2	0	4	0	1	4	1	6
CR45211	2	0	3	0	2	8	2	3
CR45213	17	35	8	22	7	18	9	16
CR45214	12	3	5	0	2	17	1	21
CR45215	3	4	4	4	5	34	1	13
CR45217	1	0	3	1	0	5	0	2
CR45223	10	5	16	6	12	81	24	25
CR45224	5	17	13	14	13	10	11	6
CR45226	4	2	7	2	4	17	2	14
CR45228	3	0	5	0	1	15	2	3
CR45229	1	0	0	0	1	1	0	4
CR45231	16	4	24	7	7	54	4	26
CR45232	22	2	28	5	21	51	2	33
CR45233	1	3	2	0	2	12	1	6
CR45234	3	0	3	0	2	5	0	6
CR45236	5	1	4	1	1	11	0	7
CR45237	1	3	3	1	3	20	7	3
CR45238	5	3	0	10	3	9	3	12
CR45239	2	1	3	1	1	6	0	10
CR45240	4	0	8	1	2	3	1	8
CR45241	3	0	0	0	2	4	0	3
CR45242	5	1	5	2	0	18	0	6
CR45243	2	4	0	2	2	4	1	1
CR45245	2	0	5	0	3	14	0	7
CR45246	2	0	5	1	2	3	1	4
CR45247	3	0	2	0	0	3	0	2
CR45248	2	0	2	0	2	5	0	1
CR45249	8	0	5	1	2	4	1	4
CR45250	0	0	2	0	1	2	0	5
CR45251	3	11	9	5	2	2	0	1
CR45252	1	0	0	1	0	4	0	6
CR45253	0	0	5	0	4	2	0	5
CR45254	2	0	2	0	1	7	0	2
CR45255	7	0	2	1	47	3	0	15
CR45257	0	0	0	0	1	0	0	0
CR45258	7	3	1	2	2	4	1	3
CR45259	2	0	1	0	6	1	0	5
CR45260	1	0	3	0	0	6	0	5
CR45261	0	0	0	0	0	1	0	4
CR45262	6	0	1	1	1	7	0	9
CR45264	2	6	0	3	2	4	0	1
CR45265	1	0	1	0	1	4	0	0
CR45266	9	2	12	1	3	34	3	14
CR45267	22	5	21	8	12	42	9	32
CR45268	0	0	0	0	0	6	0	0
CR45269	0	1	2	0	0	1	0	1
CR45270	2	1	2	0	3	5	2	3
CR45271	0	0	0	0	1	1	0	6
CR45272	11	1	10	1	10	23	2	14
CR45273	1	0	4	0	1	4	0	0
CR45274	6	1	0	0	1	4	0	4
CR45275	0	0	0	1	0	1	0	0
CR45276	4	1	3	0	3	6	0	5
CR45277	4	1	1	2	0	5	0	7
CR45278	5	0	4	0	4	15	0	9
CR45279	0	1	0	2	3	7	0	4
CR45280	21	22	19	12	6	20	14	17
CR45281	9	2	12	1	34	20	1	14
CR45282	0	7	3	2	0	7	2	3
CR45283	1	5	7	10	3	11	0	10
CR45284	17	2	18	2	12	49	3	25
CR45285	0	6	4	11	7	2	2	1
CR45286	2	0	3	0	1	10	0	12
CR45287	1	0	0	0	0	4	0	3
CR45288	0	0	0	0	0	0	0	2
CR45289	2	0	2	0	2	9	1	3
CR45290	4	0	8	1	1	3	1	9
CR45291	0	3	0	1	2	0	2	2
CR45292	0	0	2	0	0	2	0	3
CR45293	1	0	2	0	0	1	0	3
CR45294	0	0	0	0	1	2	0	1
CR45295	1	0	4	1	7	6	0	5
CR45296	2	0	1	0	3	7	0	4
CR45297	0	0	1	0	0	11	0	4
CR45298	4	0	7	0	5	8	0	5
CR45299	2	0	0	0	0	4	0	1
CR45301	2	0	0	0	4	2	0	3
CR45302	0	0	5	0	0	1	0	2
CR45303	1	1	6	1	4	18	1	11
CR45304	1	0	3	1	1	3	0	4
CR45305	0	0	0	0	1	1	0	0
CR45306	5	1	2	0	3	11	0	8
CR45308	1	0	1	0	2	1	0	4
CR45309	3	8	2	9	3	17	1	6
CR45310	2	0	5	0	7	9	0	12
CR45311	6	0	4	0	9	18	0	20
CR45312	9	7	4	7	10	27	12	6
CR45313	2	0	2	0	0	4	0	4
CR45314	3	1	3	2	1	10	1	5
CR45316	2	2	2	0	3	3	1	1
CR45317	0	0	0	0	0	1	0	0
CR45318	2	0	0	0	0	0	1	1
CR45319	8	3	8	1	3	17	2	8
CR45320	2	0	8	0	1	1	0	1
CR45321	0	3	2	0	0	3	0	0
CR45322	5	0	2	0	1	13	0	4
CR45323	3	0	4	1	3	5	0	2
CR45324	9	0	2	0	1	9	0	6
CR45325	4	2	1	0	1	3	1	2
CR45326	2	0	1	0	0	3	0	1
CR45327	4	2	2	1	3	4	1	5
CR45328	1	0	1	1	2	1	0	4
CR45329	3	0	5	2	5	9	0	9
CR45330	4	1	10	0	2	29	2	11
CR45331	2	1	1	0	3	3	0	6
CR45332	2	5	2	4	7	24	2	1
CR45333	1	1	1	5	4	2	2	3
CR45334	10	2	5	1	9	18	1	8
CR45335	10	75	8	71	19	15	4	17
CR45336	1	0	2	1	0	3	2	1
CR45337	0	0	2	0	2	4	0	5
CR45338	0	0	3	0	0	5	0	2
CR45339	0	0	0	0	0	0	0	1
CR45340	1	0	1	0	1	4	1	0
CR45341	0	0	0	0	0	1	2	0
CR45342	0	0	0	1	0	1	0	0
CR45343	1	0	3	0	3	2	0	1
CR45344	0	0	1	0	1	5	0	1
CR45345	9	2	12	1	12	13	1	13
CR45346	3	2	3	0	3	1	0	8
CR45347	28	19	16	23	29	59	9	37
CR45348	0	0	5	0	2	10	1	1
CR45349	1	1	6	0	1	2	0	4
CR45350	1	0	2	1	2	5	0	5
CR45351	2	0	4	3	1	4	1	6
CR45352	1	0	8	0	1	9	1	5
CR45353	2	0	1	0	3	8	0	11
CR45354	0	2	0	2	1	6	0	3
CR45355	0	2	3	1	0	1	0	7
CR45356	6	22	1	10	4	3	12	5
CR45357	0	1	5	0	0	4	1	3
CR45358	2	1	3	0	1	0	4	2
CR45359	2	0	7	1	1	8	0	4
CR45360	1	1	2	2	1	7	0	8
CR45361	6	1	15	5	8	26	3	22
CR45362	6	0	8	2	5	8	0	12
CR45363	29	2	17	0	10	41	2	28
CR45364	1	0	0	0	2	2	0	4
CR45365	0	0	2	0	7	5	0	9
CR45366	2	1	4	1	0	0	0	2
CR45367	1	0	2	0	1	0	0	1
CR45368	0	0	0	0	0	0	0	1
CR45369	3	1	2	1	1	2	0	2
CR45370	9	1	0	0	0	3	1	4
CR45371	3	0	7	1	3	7	0	4
CR45372	3	0	3	0	0	4	0	4
CR45373	3	0	4	0	1	5	0	3
CR45374	1	0	3	0	2	7	0	3
CR45375	3	0	2	0	0	1	1	2
CR45376	6	1	7	0	3	4	1	10
CR45377	4	1	11	0	3	20	2	10
CR45379	5	0	5	1	0	1	0	7
CR45380	0	0	4	0	1	0	0	4
CR45381	2	3	4	0	1	4	0	7
CR45382	15	3	5	3	1	5	1	4
CR45383	2	0	1	0	4	4	0	9
CR45384	3	4	0	5	2	5	2	5
CR45386	3	1	1	0	2	1	0	5
CR45388	12	9	18	5	8	29	3	23
CR45389	0	0	6	1	0	3	0	2
CR45390	1	1	3	0	2	7	0	4
CR45392	2	0	1	3	0	6	1	5
CR45393	0	0	4	0	1	1	0	6
CR45394	0	0	0	0	1	0	0	5
CR45395	5	0	0	0	0	3	0	3
CR45396	4	0	1	0	0	4	0	1
CR45397	0	0	0	0	0	2	0	1
CR45398	1	0	1	0	0	4	0	3
CR45399	5	6	2	7	2	12	4	14
CR45400	0	0	1	0	0	3	1	0
CR45401	5	1	2	1	1	9	0	11
CR45402	1	2	0	0	1	3	1	4
CR45403	3	1	1	0	1	7	0	2
CR45404	1	0	0	0	1	1	1	0
CR45405	0	0	0	0	1	0	0	2
CR45406	5	2	3	0	2	2	0	3
CR45407	1	0	3	0	0	4	0	7
CR45408	4	4	7	1	2	6	0	2
CR45409	26	29	16	34	13	18	17	22
CR45410	2	1	4	1	2	12	0	7
CR45411	0	0	1	1	2	3	0	3
CR45412	11	1	0	0	1	2	1	1
CR45414	8	0	4	2	3	7	6	13
CR45415	0	0	0	1	7	7	0	6
CR45416	1	3	4	3	0	2	2	2
CR45417	12	26	8	23	8	11	10	18
CR45418	7	3	6	3	3	5	1	2
CR45419	3	2	1	0	1	3	1	4
CR45420	6	0	8	1	1	2	1	10
CR45421	3	0	3	0	0	1	0	5
CR45422	2	0	1	1	0	1	0	3
CR45423	6	0	1	0	2	18	0	5
CR45424	0	19	1	2	3	1	5	5
CR45425	2	0	3	1	1	4	1	3
CR45426	3	0	1	0	0	2	1	1
CR45427	0	0	6	0	0	8	0	12
CR45429	1	0	2	1	2	3	2	5
CR45430	5	2	4	0	3	12	0	9
CR45431	3	1	0	2	7	7	0	8
CR45432	3	4	5	6	0	3	2	7
CR45433	1	0	5	2	1	4	0	4
CR45434	10	0	5	0	2	3	0	5
CR45435	1	3	4	0	5	6	1	13
CR45436	2	7	2	3	0	4	2	5
CR45437	2	5	4	2	4	5	2	15
CR45438	1	0	1	0	0	10	0	2
CR45439	2	1	2	0	0	1	1	2
CR45440	0	0	1	0	1	3	0	2
CR45441	2	0	1	1	1	4	0	6
CR45443	0	0	1	0	0	3	0	2
CR45444	2	2	2	1	2	2	0	5
CR45445	0	0	1	0	0	1	0	1
CR45446	0	0	0	0	0	4	0	1
CR45447	0	0	0	0	0	1	0	1
CR45448	3	1	2	1	8	8	1	21
CR45449	2	0	6	0	3	10	0	7
CR45450	3	0	4	0	1	4	0	6
CR45451	2	1	5	0	3	6	0	2
CR45452	1	1	2	0	0	4	0	3
CR45453	0	0	0	2	2	1	1	3
CR45454	2	0	1	2	0	4	1	4
CR45455	1	0	0	0	0	2	0	1
CR45456	5	0	3	0	2	11	0	8
CR45457	2	0	3	0	9	4	0	2
CR45459	1	0	1	1	1	2	0	3
CR45460	0	0	1	0	0	7	0	1
CR45461	0	0	3	0	1	4	0	5
CR45462	1	0	0	0	1	2	0	2
CR45463	1	0	1	0	0	2	0	0
CR45464	4	1	6	1	8	9	0	5
CR45465	2	0	6	2	2	9	0	17
CR45466	3	0	4	0	5	2	0	2
CR45467	3	2	1	1	5	3	1	6
CR45468	3	0	5	1	1	1	0	1
CR45469	1	2	2	1	4	1	0	5
CR45471	10	14	3	18	11	9	13	16
CR45472	6	0	0	2	2	3	1	7
CR45473	13	5	9	6	4	6	8	3
CR45474	2	0	1	0	0	5	1	5
CR45475	0	0	0	0	0	2	0	3
CR45476	2	0	1	0	1	0	1	3
CR45478	0	0	2	0	0	3	1	7
CR45479	2	0	3	0	1	7	1	4
CR45480	1	1	1	0	0	3	0	6
CR45481	3	1	4	0	3	9	3	12
CR45482	8	0	7	2	2	11	3	8
CR45483	6	2	3	0	1	6	1	15
CR45484	7	1	17	1	31	16	2	22
CR45485	1	0	0	0	0	0	0	0
CR45500	8	0	7	1	3	9	0	5
CR45501	7	5	1	2	7	1	1	12
CR45502	11	1	3	2	7	3	2	5
CR45503	1	0	1	1	1	4	0	3
CR45504	14	9	6	10	5	18	5	15
CR45506	5	1	3	0	0	5	0	12
CR45507	4	3	1	0	1	3	0	4
CR45508	6	1	1	0	7	1	2	13
CR45509	3	0	2	0	1	1	0	3
CR45510	1	0	3	2	1	2	2	0
CR45511	3	6	2	20	1	9	1	5
CR45512	2	0	6	1	3	15	2	4
CR45513	0	5	4	5	0	9	1	10
CR45514	5	2	4	6	0	2	1	3
CR45515	2	1	1	1	1	5	0	3
CR45516	1	0	4	0	0	7	0	0
CR45517	2	10	4	8	2	11	2	11
CR45519	4	0	13	1	0	24	0	6
CR45520	4	1	2	0	2	14	0	12
CR45521	5	7	5	1	5	10	0	16
CR45522	19	47	13	47	14	35	10	13
CR45523	6	1	9	0	0	14	0	7
CR45524	3	1	9	1	1	9	0	10
CR45525	2	0	3	0	1	6	0	6
CR45526	0	0	4	0	0	0	0	8
CR45527	1	1	1	2	5	4	2	4
CR45528	5	4	1	3	6	2	2	3
CR45529	3	1	6	0	1	1	0	2
CR45530	1	5	3	4	5	26	5	4
CR45531	12	4	12	6	7	23	5	20
CR45532	1	0	0	0	0	4	1	4
CR45533	13	3	16	0	15	42	5	27
CR45534	2	0	1	0	0	8	1	5
CR45535	3	0	7	1	2	7	0	8
CR45536	1	1	0	1	0	0	0	0
CR45537	3	1	8	5	4	10	2	13
CR45539	2	0	4	3	0	0	0	2
CR45540	2	3	1	0	0	2	0	3
CR45541	3	1	2	0	1	5	0	6
CR45542	2	1	5	1	1	1	0	8
CR45543	0	0	0	0	2	5	0	2
CR45547	2	0	1	1	0	6	0	9
CR45549	0	0	3	0	0	5	0	3
CR45551	15	0	14	1	13	39	2	20
CR45552	5	1	6	2	7	26	2	25
CR45553	7	2	7	1	10	21	1	14
CR45554	1	0	4	1	1	16	0	8
CR45555	4	0	4	0	5	4	0	4
CR45556	2	0	4	1	1	6	0	13
CR45557	17	0	29	4	19	47	7	30
CR45558	13	4	23	2	7	22	5	17
CR45559	9	1	7	0	0	0	0	4
CR45560	8	0	2	0	2	5	0	6
CR45561	2	3	10	3	3	4	2	2
CR45562	5	0	5	2	11	8	1	15
CR45563	5	0	4	0	3	3	0	5
CR45564	0	1	6	0	0	5	0	3
CR45565	0	0	7	0	0	11	4	6
CR45566	1	26	5	11	3	9	6	5
CR45567	11	0	4	0	4	7	0	8
CR45568	3	0	1	0	0	5	0	6
CR45569	3	0	0	0	0	3	1	6
CR45570	1	2	1	1	2	7	0	4
CR45571	13	1	8	0	5	20	1	18
CR45572	1	2	6	1	1	11	0	9
CR45573	7	1	16	2	3	17	2	14
CR45574	2	0	1	0	1	1	0	15
CR45575	0	0	0	0	0	4	1	10
CR45576	7	2	8	1	8	27	0	8
CR45577	8	1	2	1	3	8	0	9
CR45578	1	0	5	0	3	3	0	4
CR45579	1	0	5	0	1	5	1	4
CR45580	4	0	0	0	2	14	1	8
CR45581	10	1	4	1	0	5	0	5
CR45582	0	0	0	0	0	0	0	1
CR45583	0	0	5	0	5	23	0	9
CR45584	2	0	3	0	1	3	0	3
